customer_id,acquisition_date,acquisition_channel,age_band,region
CUST_00578,2022-10-13,Organic,25-34,South
CUST_00579,2023-05-03,Paid Search,25-34,East
CUST_00580,2022-02-25,Organic,55+,North
CUST_00581,2022-02-20,Paid Search,35-44,West
CUST_00582,2023-04-01,Social,45-54,East
CUST_00583,2022-02-28,Paid Search,55+,West
CUST_00584,2022-01-29,Paid Search,55+,West
CUST_00585,2022-08-09,Paid Search,55+,North
CUST_00586,2023-05-20,Email,55+,South
CUST_00587,2023-01-12,Paid Search,55+,East
CUST_00588,2022-02-24,Paid Search,55+,North
CUST_00589,2023-04-03,Email,45-54,South
CUST_00590,2023-04-06,Email,18-24,East
CUST_00591,2023-03-14,Social,18-24,West
CUST_00592,2023-05-08,Organic,45-54,South
CUST_00593,2022-05-11,Social,25-34,West
CUST_00594,2023-06-19,Paid Search,55+,East
CUST_00595,2022-06-25,Paid Search,55+,North
CUST_00596,2023-03-14,Organic,45-54,South
CUST_00597,2022-11-13,Paid Search,45-54,West
CUST_00598,2023-03-02,Email,25-34,North
CUST_00599,2022-12-09,Organic,35-44,North
CUST_00600,2022-12-17,Organic,55+,South
CUST_00601,2022-12-03,Email,55+,West
CUST_00602,2023-03-02,Social,25-34,East
CUST_00603,2023-02-08,Email,55+,North
CUST_00604,2022-03-15,Social,35-44,South
CUST_00605,2023-03-28,Paid Search,55+,West
CUST_00606,2022-10-20,Paid Search,35-44,North
CUST_00607,2022-06-26,Referral,45-54,East
CUST_00608,2022-10-08,Paid Search,18-24,South
CUST_00609,2023-06-12,Social,25-34,West
CUST_00610,2023-04-14,Email,45-54,West
CUST_00611,2023-04-01,Organic,55+,West
CUST_00612,2022-09-10,Social,18-24,North
CUST_00613,2023-03-05,Email,18-24,South
CUST_00614,2022-07-30,Social,45-54,East
CUST_00615,2023-01-10,Paid Search,35-44,South
CUST_00616,2022-12-16,Email,55+,East
CUST_00617,2022-05-17,Paid Search,18-24,East
CUST_00618,2022-05-26,Organic,25-34,South
CUST_00619,2022-02-03,Social,18-24,North
CUST_00620,2022-03-18,Organic,45-54,West
CUST_00621,2022-08-25,Organic,55+,West
CUST_00622,2022-09-18,Organic,18-24,West
CUST_00623,2022-04-01,Paid Search,25-34,South
CUST_00624,2022-08-16,Organic,55+,South
CUST_00625,2022-11-26,Referral,18-24,South
CUST_00626,2022-05-07,Email,55+,North
CUST_00627,2022-07-04,Referral,55+,North
CUST_00628,2022-07-20,Paid Search,18-24,South
CUST_00629,2022-10-03,Paid Search,18-24,West
CUST_00630,2022-07-20,Paid Search,45-54,North
CUST_00631,2023-02-07,Paid Search,18-24,East
CUST_00632,2022-06-28,Email,35-44,East
CUST_00633,2022-08-25,Organic,18-24,South
CUST_00634,2022-07-27,Referral,35-44,West
CUST_00635,2022-04-10,Email,25-34,North
CUST_00636,2023-01-10,Email,45-54,West
CUST_00637,2022-05-09,Email,55+,East
CUST_00638,2022-06-12,Paid Search,35-44,South
CUST_00639,2023-03-09,Social,45-54,West
CUST_00640,2023-06-03,Paid Search,45-54,South
CUST_00641,2023-01-02,Social,55+,West
CUST_00642,2023-05-16,Social,25-34,North
CUST_00643,2023-04-12,Referral,25-34,North
CUST_00644,2022-09-20,Organic,25-34,East
CUST_00645,2023-02-25,Paid Search,45-54,West
CUST_00646,2022-06-29,Organic,55+,North
CUST_00647,2022-09-09,Social,25-34,West
CUST_00648,2022-10-20,Social,18-24,West
CUST_00649,2023-06-09,Social,45-54,South
CUST_00650,2023-04-09,Social,35-44,West
CUST_00651,2022-09-25,Organic,25-34,West
CUST_00652,2022-12-23,Email,18-24,North
CUST_00653,2022-04-21,Social,55+,West
CUST_00654,2023-03-16,Social,55+,East
CUST_00655,2022-10-29,Email,45-54,North
CUST_00656,2022-10-18,Organic,35-44,East
CUST_00657,2023-02-23,Email,25-34,East
CUST_00658,2022-12-12,Referral,35-44,West
CUST_00659,2022-02-09,Paid Search,18-24,West
CUST_00660,2022-06-07,Paid Search,25-34,South
CUST_00661,2022-04-07,Social,35-44,South
CUST_00662,2023-02-06,Email,35-44,North
CUST_00663,2022-01-20,Email,18-24,North
CUST_00664,2022-04-21,Paid Search,55+,East
CUST_00665,2022-11-23,Email,25-34,West
CUST_00666,2023-01-15,Social,35-44,North
CUST_00667,2022-10-02,Organic,35-44,East
CUST_00668,2023-04-15,Paid Search,35-44,East
CUST_00669,2023-05-17,Referral,55+,North
CUST_00670,2022-03-14,Email,45-54,North
CUST_00671,2023-06-05,Referral,55+,South
CUST_00672,2022-12-02,Email,25-34,East
CUST_00673,2022-12-14,Email,25-34,South
CUST_00674,2022-02-21,Email,35-44,West
CUST_00675,2022-12-06,Referral,35-44,South
CUST_00676,2023-02-01,Email,25-34,North
CUST_00677,2022-11-14,Email,35-44,North
CUST_00678,2022-02-16,Social,18-24,South
CUST_00679,2022-10-13,Social,35-44,South
CUST_00680,2023-05-27,Paid Search,45-54,East
CUST_00681,2023-01-30,Social,35-44,South
CUST_00682,2022-03-17,Organic,55+,North
CUST_00683,2023-06-09,Paid Search,55+,North
CUST_00684,2023-06-08,Referral,55+,East
CUST_00685,2022-04-03,Paid Search,18-24,South
CUST_00686,2023-03-14,Social,55+,East
CUST_00687,2022-08-11,Paid Search,25-34,West
CUST_00688,2022-11-21,Social,35-44,South
CUST_00689,2022-09-01,Paid Search,35-44,East
CUST_00690,2023-03-04,Email,25-34,West
CUST_00691,2023-06-29,Organic,55+,North
CUST_00692,2023-03-11,Email,45-54,East
CUST_00693,2023-05-24,Organic,55+,South
CUST_00694,2023-06-01,Organic,55+,East
CUST_00695,2022-02-19,Organic,35-44,East
CUST_00696,2022-05-19,Paid Search,45-54,North
CUST_00697,2023-01-30,Social,35-44,North
CUST_00698,2022-11-19,Paid Search,35-44,North
CUST_00699,2022-01-28,Email,45-54,North
CUST_00700,2022-02-21,Organic,45-54,North
CUST_00701,2022-10-12,Social,55+,East
CUST_00702,2022-12-03,Email,45-54,West
CUST_00703,2022-04-02,Email,45-54,South
CUST_00704,2022-04-04,Social,55+,West
CUST_00705,2022-03-12,Social,18-24,East
CUST_00706,2022-11-05,Email,45-54,West
CUST_00707,2022-01-05,Organic,25-34,East
CUST_00708,2022-11-09,Paid Search,35-44,North
CUST_00709,2022-09-17,Paid Search,45-54,East
CUST_00710,2022-09-12,Referral,25-34,East
CUST_00711,2023-01-06,Organic,55+,East
CUST_00712,2022-10-13,Paid Search,35-44,West
CUST_00713,2023-02-02,Paid Search,25-34,North
CUST_00714,2023-02-22,Paid Search,25-34,East
CUST_00715,2023-05-18,Organic,35-44,West
CUST_00716,2023-03-13,Paid Search,55+,North
CUST_00717,2022-10-10,Email,18-24,South
CUST_00718,2022-09-26,Organic,35-44,West
CUST_00719,2022-05-09,Paid Search,55+,North
CUST_00720,2022-11-24,Referral,35-44,North
CUST_00721,2022-03-17,Email,35-44,West
CUST_00722,2023-05-24,Social,25-34,North
CUST_00723,2023-04-07,Email,18-24,East
CUST_00724,2022-03-07,Email,45-54,West
CUST_00725,2023-03-06,Paid Search,55+,South
CUST_00726,2022-03-05,Social,35-44,South
CUST_00727,2023-01-29,Social,35-44,South
CUST_00728,2022-02-17,Paid Search,18-24,South
CUST_00729,2022-09-24,Email,55+,South
CUST_00730,2022-12-26,Organic,55+,East
CUST_00731,2023-02-02,Paid Search,55+,West
CUST_00732,2022-08-17,Paid Search,25-34,West
CUST_00733,2023-05-19,Referral,45-54,West
CUST_00734,2023-02-27,Paid Search,35-44,North
CUST_00735,2022-04-24,Paid Search,25-34,South
CUST_00736,2023-01-02,Email,25-34,West
CUST_00737,2023-02-03,Paid Search,25-34,East
CUST_00738,2022-07-02,Email,35-44,South
CUST_00739,2023-02-08,Social,18-24,South
CUST_00740,2023-05-06,Referral,45-54,North
CUST_00741,2023-03-23,Paid Search,35-44,South
CUST_00742,2023-02-21,Social,55+,South
CUST_00743,2022-12-13,Paid Search,25-34,South
CUST_00744,2022-05-28,Social,18-24,East
CUST_00745,2023-03-11,Email,25-34,South
CUST_00746,2022-07-18,Social,55+,North
CUST_00747,2022-10-18,Paid Search,25-34,West
CUST_00748,2022-06-21,Paid Search,45-54,South
CUST_00749,2022-06-20,Email,55+,South
CUST_00750,2022-03-28,Paid Search,25-34,East
CUST_00751,2023-06-09,Paid Search,45-54,East
CUST_00752,2022-03-22,Social,25-34,East
CUST_00753,2022-02-17,Social,25-34,North
CUST_00754,2023-05-27,Paid Search,25-34,East
CUST_00755,2022-10-31,Organic,45-54,North
CUST_00756,2022-08-28,Social,55+,West
CUST_00757,2023-02-07,Organic,25-34,South
CUST_00758,2022-07-29,Social,25-34,South
CUST_00759,2022-03-11,Social,55+,South
CUST_00760,2023-02-03,Email,35-44,South
CUST_00761,2022-04-07,Social,35-44,East
CUST_00762,2022-10-29,Organic,45-54,South
CUST_00763,2023-06-03,Paid Search,18-24,North
CUST_00764,2023-05-27,Paid Search,55+,East
CUST_00765,2022-07-16,Paid Search,25-34,South
CUST_00766,2023-03-03,Organic,45-54,North
CUST_00767,2022-12-01,Email,35-44,West
CUST_00768,2022-09-19,Social,45-54,South
CUST_00769,2022-03-18,Social,45-54,East
CUST_00770,2022-07-25,Organic,18-24,North
CUST_00771,2022-12-22,Paid Search,18-24,South
CUST_00772,2023-06-23,Social,55+,South
CUST_00773,2022-01-03,Organic,35-44,North
CUST_00774,2023-01-27,Paid Search,25-34,West
CUST_00775,2023-04-08,Social,18-24,South
CUST_00776,2023-06-04,Email,18-24,East
CUST_00777,2022-08-20,Referral,55+,East
CUST_00778,2022-03-06,Email,55+,South
CUST_00779,2022-05-28,Paid Search,25-34,East
CUST_00780,2023-04-10,Paid Search,25-34,East
CUST_00781,2023-04-25,Paid Search,35-44,North
CUST_00782,2022-12-14,Paid Search,18-24,East
CUST_00783,2022-03-09,Referral,35-44,North
CUST_00784,2022-03-08,Email,45-54,South
CUST_00785,2022-09-19,Paid Search,55+,South
CUST_00786,2022-11-18,Social,25-34,South
CUST_00787,2022-01-18,Social,18-24,North
CUST_00788,2023-01-10,Email,18-24,East
CUST_00789,2022-10-25,Organic,25-34,South
CUST_00790,2022-01-07,Email,45-54,North
CUST_00791,2022-02-22,Social,18-24,North
CUST_00792,2022-09-06,Paid Search,45-54,East
CUST_00793,2023-01-30,Social,35-44,East
CUST_00794,2023-03-27,Organic,45-54,East
CUST_00795,2022-08-24,Social,35-44,East
CUST_00796,2022-06-11,Referral,18-24,West
CUST_00797,2023-06-13,Referral,18-24,West
CUST_00798,2022-09-08,Email,35-44,West
CUST_00799,2022-06-22,Social,35-44,West
CUST_00800,2022-08-30,Social,55+,West
CUST_00801,2022-01-07,Organic,55+,South
CUST_00802,2022-06-14,Email,18-24,East
CUST_00803,2022-10-09,Paid Search,25-34,East
CUST_00804,2023-05-17,Referral,25-34,North
CUST_00805,2023-02-08,Paid Search,18-24,East
CUST_00806,2023-03-03,Paid Search,18-24,East
CUST_00807,2022-10-25,Paid Search,18-24,East
CUST_00808,2022-03-02,Social,35-44,West
CUST_00809,2022-08-02,Paid Search,18-24,East
CUST_00810,2023-06-29,Paid Search,18-24,West
CUST_00811,2022-01-25,Paid Search,18-24,West
CUST_00812,2023-04-26,Organic,45-54,West
CUST_00813,2023-01-09,Social,45-54,South
CUST_00814,2022-06-05,Paid Search,55+,North
CUST_00815,2023-03-01,Paid Search,18-24,South
CUST_00816,2023-04-02,Referral,25-34,East
CUST_00817,2022-01-24,Paid Search,35-44,West
CUST_00818,2022-02-28,Referral,45-54,West
CUST_00819,2022-12-30,Email,18-24,East
CUST_00820,2023-06-30,Organic,25-34,East
CUST_00821,2022-01-14,Paid Search,35-44,West
CUST_00822,2022-12-30,Social,18-24,East
CUST_00823,2022-03-16,Paid Search,25-34,North
CUST_00824,2022-12-21,Organic,45-54,East
CUST_00825,2022-12-07,Organic,35-44,South
CUST_00826,2022-02-19,Social,35-44,East
CUST_00827,2023-01-07,Email,35-44,East
CUST_00828,2023-05-05,Paid Search,55+,South
CUST_00829,2023-04-17,Social,35-44,South
CUST_00830,2022-01-16,Social,35-44,North
CUST_00831,2022-05-15,Paid Search,55+,South
CUST_00832,2022-05-12,Email,18-24,West
CUST_00833,2022-09-05,Email,18-24,East
CUST_00834,2022-03-20,Social,35-44,West
CUST_00835,2023-04-12,Social,25-34,West
CUST_00836,2023-03-01,Referral,25-34,West
CUST_00837,2023-03-18,Referral,18-24,North
CUST_00838,2022-04-19,Paid Search,55+,South
CUST_00839,2022-01-08,Email,45-54,North
CUST_00840,2023-05-13,Paid Search,45-54,North
CUST_00841,2022-06-07,Social,18-24,North
CUST_00842,2022-12-25,Email,25-34,South
CUST_00843,2023-05-12,Email,45-54,North
CUST_00844,2022-01-20,Paid Search,35-44,West
CUST_00845,2022-01-03,Paid Search,45-54,East
CUST_00846,2022-01-03,Referral,45-54,East
CUST_00847,2022-03-27,Paid Search,35-44,East
CUST_00848,2022-01-29,Paid Search,45-54,West
CUST_00849,2023-03-24,Social,25-34,North
CUST_00850,2022-11-27,Email,18-24,South
CUST_00851,2023-06-20,Email,55+,South
CUST_00852,2023-03-14,Email,18-24,East
CUST_00853,2023-06-10,Social,25-34,East
CUST_00854,2022-05-11,Paid Search,18-24,West
CUST_00855,2022-06-07,Social,25-34,East
CUST_00856,2023-04-09,Organic,25-34,North
CUST_00857,2022-05-14,Social,18-24,East
CUST_00858,2022-02-01,Email,35-44,West
CUST_00859,2023-01-01,Social,55+,East
CUST_00860,2023-03-14,Email,18-24,East
CUST_00861,2023-06-13,Email,55+,North
CUST_00862,2023-05-22,Email,35-44,North
CUST_00863,2022-03-07,Paid Search,35-44,North
CUST_00864,2023-02-26,Paid Search,35-44,North
CUST_00865,2023-04-07,Email,25-34,South
CUST_00866,2023-01-17,Paid Search,18-24,West
CUST_00867,2023-03-24,Email,35-44,South
CUST_00868,2023-04-03,Referral,55+,East
CUST_00869,2022-09-01,Organic,35-44,West
CUST_00870,2022-01-22,Paid Search,35-44,West
CUST_00871,2022-09-07,Referral,45-54,East
CUST_00872,2022-04-21,Email,25-34,West
CUST_00873,2022-03-04,Paid Search,18-24,South
CUST_00874,2022-03-10,Paid Search,35-44,South
CUST_00875,2023-01-16,Paid Search,55+,South
CUST_00876,2022-10-03,Paid Search,25-34,West
CUST_00877,2022-10-22,Paid Search,55+,South
CUST_00878,2023-02-11,Email,55+,West
CUST_00879,2022-10-27,Email,25-34,North
CUST_00880,2022-12-10,Paid Search,35-44,North
CUST_00881,2022-02-16,Paid Search,45-54,East
CUST_00882,2023-04-10,Paid Search,35-44,West
CUST_00883,2022-09-03,Email,45-54,East
CUST_00884,2022-03-26,Paid Search,55+,South
CUST_00885,2023-03-21,Email,45-54,North
CUST_00886,2023-02-06,Paid Search,55+,South
CUST_00887,2022-01-29,Paid Search,55+,South
CUST_00888,2022-04-16,Organic,55+,South
CUST_00889,2022-01-09,Paid Search,55+,West
CUST_00890,2022-05-28,Paid Search,25-34,West
CUST_00891,2022-02-24,Paid Search,18-24,West
CUST_00892,2023-01-23,Organic,18-24,North
CUST_00893,2022-10-13,Referral,25-34,North
CUST_00894,2023-06-20,Referral,45-54,South
CUST_00895,2023-02-14,Organic,35-44,East
CUST_00896,2022-11-30,Paid Search,35-44,East
CUST_00897,2022-10-06,Organic,18-24,South
CUST_00898,2022-01-30,Paid Search,45-54,North
CUST_00899,2022-02-08,Referral,25-34,South
CUST_00900,2022-12-03,Email,45-54,West
CUST_00901,2022-01-03,Email,18-24,West
CUST_00902,2022-01-24,Organic,25-34,West
CUST_00903,2022-04-30,Paid Search,18-24,East
CUST_00904,2023-04-28,Organic,25-34,North
CUST_00905,2022-09-08,Email,55+,West
CUST_00906,2023-01-23,Referral,35-44,North
CUST_00907,2022-08-13,Organic,35-44,South
CUST_00908,2022-04-05,Paid Search,25-34,West
CUST_00909,2022-07-22,Organic,25-34,East
CUST_00910,2022-02-20,Referral,45-54,North
CUST_00911,2023-02-25,Social,55+,East
CUST_00912,2022-04-11,Paid Search,45-54,North
CUST_00913,2022-07-25,Email,45-54,South
CUST_00914,2023-06-20,Social,35-44,West
CUST_00915,2022-11-20,Email,18-24,South
CUST_00916,2022-09-08,Paid Search,45-54,West
CUST_00917,2022-10-24,Paid Search,55+,East
CUST_00918,2023-03-05,Organic,35-44,East
CUST_00919,2022-05-19,Paid Search,18-24,East
CUST_00920,2022-12-14,Social,45-54,East
CUST_00921,2023-04-22,Organic,55+,North
CUST_00922,2022-11-09,Paid Search,25-34,West
CUST_00923,2022-09-01,Paid Search,18-24,South
CUST_00924,2022-03-21,Social,45-54,East
CUST_00925,2022-05-16,Paid Search,25-34,East
CUST_00926,2023-06-01,Referral,45-54,East
CUST_00927,2022-10-23,Social,45-54,South
CUST_00928,2022-06-14,Referral,25-34,West
CUST_00929,2022-08-17,Email,18-24,North
CUST_00930,2022-11-12,Social,35-44,East
CUST_00931,2022-10-21,Referral,35-44,East
CUST_00932,2023-01-18,Paid Search,55+,East
CUST_00933,2022-05-21,Referral,25-34,North
CUST_00934,2022-12-21,Organic,25-34,South
CUST_00935,2022-08-30,Social,55+,North
CUST_00936,2023-05-29,Email,45-54,East
CUST_00937,2022-03-28,Paid Search,45-54,East
CUST_00938,2022-03-23,Paid Search,55+,East
CUST_00939,2022-09-10,Paid Search,45-54,West
CUST_00940,2022-10-05,Paid Search,55+,South
CUST_00941,2023-01-13,Organic,45-54,South
CUST_00942,2022-08-09,Paid Search,35-44,South
CUST_00943,2023-05-14,Social,18-24,North
CUST_00944,2022-09-16,Paid Search,45-54,West
CUST_00945,2022-03-12,Paid Search,45-54,West
CUST_00946,2022-03-07,Email,55+,South
CUST_00947,2023-06-16,Paid Search,45-54,West
CUST_00948,2022-03-15,Social,35-44,North
CUST_00949,2023-06-02,Organic,35-44,North
CUST_00950,2022-06-01,Organic,18-24,South
CUST_00951,2022-02-21,Paid Search,18-24,South
CUST_00952,2022-06-16,Social,18-24,North
CUST_00953,2022-12-02,Paid Search,55+,East
CUST_00954,2022-08-22,Organic,45-54,West
CUST_00955,2023-03-05,Email,25-34,South
CUST_00956,2022-11-30,Paid Search,35-44,South
CUST_00957,2022-08-07,Paid Search,35-44,North
CUST_00958,2022-12-13,Paid Search,25-34,South
CUST_00959,2023-06-15,Paid Search,35-44,West
CUST_00960,2022-08-13,Organic,25-34,West
CUST_00961,2022-03-25,Social,45-54,North
CUST_00962,2022-08-12,Organic,45-54,North
CUST_00963,2023-04-04,Paid Search,18-24,West
CUST_00964,2022-04-29,Referral,35-44,North
CUST_00965,2023-06-03,Paid Search,55+,East
CUST_00966,2022-11-18,Email,55+,West
CUST_00967,2022-11-25,Paid Search,45-54,West
CUST_00968,2022-06-23,Paid Search,45-54,East
CUST_00969,2023-05-18,Referral,18-24,South
CUST_00970,2022-01-20,Paid Search,55+,West
CUST_00971,2022-06-13,Email,45-54,East
CUST_00972,2022-08-17,Social,55+,West
CUST_00973,2022-09-18,Paid Search,55+,East
CUST_00974,2022-09-16,Organic,25-34,West
CUST_00975,2022-03-22,Email,18-24,West
CUST_00976,2022-05-04,Social,45-54,North
CUST_00977,2022-02-22,Social,35-44,South
CUST_00978,2022-11-09,Social,18-24,West
CUST_00979,2022-07-11,Social,25-34,North
CUST_00980,2022-11-05,Organic,55+,East
CUST_00981,2022-11-18,Referral,25-34,South
CUST_00982,2023-01-19,Paid Search,25-34,North
CUST_00983,2022-10-26,Paid Search,45-54,East
CUST_00984,2022-12-20,Referral,45-54,West
CUST_00985,2022-11-17,Paid Search,25-34,West
CUST_00986,2022-12-23,Paid Search,55+,South
CUST_00987,2022-12-03,Paid Search,35-44,North
CUST_00988,2022-06-22,Email,18-24,West
CUST_00989,2022-05-15,Paid Search,25-34,West
CUST_00990,2023-03-06,Referral,55+,East
CUST_00991,2022-07-07,Social,18-24,East
CUST_00992,2022-10-27,Social,18-24,East
CUST_00993,2022-04-18,Paid Search,45-54,North
CUST_00994,2022-08-24,Email,35-44,North
CUST_00995,2022-10-17,Referral,25-34,North
CUST_00996,2022-12-08,Email,35-44,West
CUST_00997,2022-10-15,Social,18-24,North
CUST_00998,2022-07-16,Paid Search,25-34,East
CUST_00999,2023-06-10,Organic,25-34,South
CUST_01000,2022-10-07,Paid Search,35-44,North
CUST_01001,2023-03-18,Social,45-54,West
CUST_01002,2023-02-07,Referral,55+,North
CUST_01003,2022-11-01,Paid Search,18-24,West
CUST_01004,2023-04-29,Social,25-34,West
CUST_01005,2022-03-12,Paid Search,25-34,West
CUST_01006,2023-05-18,Social,35-44,North
CUST_01007,2023-04-10,Referral,35-44,West
CUST_01008,2022-10-02,Paid Search,55+,East
CUST_01009,2023-02-05,Paid Search,55+,South
CUST_01010,2022-10-12,Social,45-54,East
CUST_01011,2022-05-27,Paid Search,18-24,South
CUST_01012,2023-03-13,Organic,18-24,South
CUST_01013,2022-05-15,Social,55+,South
CUST_01014,2022-06-21,Social,55+,East
CUST_01015,2022-10-11,Paid Search,25-34,East
CUST_01016,2023-04-03,Social,18-24,North
CUST_01017,2022-07-29,Organic,45-54,North
CUST_01018,2022-09-27,Paid Search,35-44,West
CUST_01019,2022-01-23,Paid Search,55+,East
CUST_01020,2022-03-05,Paid Search,35-44,West
CUST_01021,2022-01-31,Email,45-54,South
CUST_01022,2022-02-09,Social,45-54,South
CUST_01023,2023-04-20,Email,18-24,South
CUST_01024,2023-04-05,Referral,18-24,East
CUST_01025,2023-03-25,Paid Search,45-54,West
CUST_01026,2022-01-31,Paid Search,18-24,East
CUST_01027,2022-02-12,Paid Search,25-34,South
CUST_01028,2022-06-03,Organic,45-54,West
CUST_01029,2022-11-05,Referral,25-34,East
CUST_01030,2022-07-02,Email,18-24,South
CUST_01031,2022-09-24,Social,18-24,North
CUST_01032,2022-04-05,Paid Search,35-44,East
CUST_01033,2023-02-04,Paid Search,45-54,East
CUST_01034,2022-06-21,Paid Search,45-54,West
CUST_01035,2022-02-06,Organic,55+,North
CUST_01036,2023-02-10,Social,45-54,North
CUST_01037,2023-05-08,Referral,45-54,West
CUST_01038,2022-01-09,Paid Search,25-34,East
CUST_01039,2022-08-27,Paid Search,25-34,North
CUST_01040,2023-03-28,Referral,25-34,North
CUST_01041,2023-01-21,Email,18-24,South
CUST_01042,2023-04-13,Organic,55+,East
CUST_01043,2022-08-15,Social,25-34,North
CUST_01044,2022-07-23,Email,35-44,South
CUST_01045,2023-01-23,Social,25-34,East
CUST_01046,2022-03-25,Organic,18-24,West
CUST_01047,2022-05-11,Email,55+,South
CUST_01048,2022-11-25,Referral,25-34,South
CUST_01049,2022-12-31,Organic,18-24,South
CUST_01050,2022-03-07,Paid Search,25-34,North
CUST_01051,2022-10-05,Organic,18-24,North
CUST_01052,2022-07-19,Paid Search,55+,West
CUST_01053,2022-10-01,Referral,18-24,North
CUST_01054,2023-06-08,Social,25-34,West
CUST_01055,2022-02-11,Referral,25-34,North
CUST_01056,2023-06-28,Email,18-24,East
CUST_01057,2022-09-03,Referral,18-24,West
CUST_01058,2023-02-26,Paid Search,35-44,East
CUST_01059,2022-08-20,Paid Search,25-34,East
CUST_01060,2022-06-19,Paid Search,18-24,South
CUST_01061,2023-02-25,Referral,25-34,East
CUST_01062,2023-01-11,Email,25-34,East
CUST_01063,2022-03-20,Paid Search,35-44,South
CUST_01064,2023-01-21,Organic,55+,North
CUST_01065,2023-02-16,Email,25-34,West
CUST_01066,2022-07-31,Email,45-54,North
CUST_01067,2023-05-21,Email,45-54,West
CUST_01068,2022-12-16,Paid Search,18-24,West
CUST_01069,2022-07-02,Social,35-44,North
CUST_01070,2022-01-06,Email,35-44,East
CUST_01071,2023-01-04,Paid Search,35-44,East
CUST_01072,2022-04-25,Organic,18-24,North
CUST_01073,2023-02-18,Social,35-44,West
CUST_01074,2022-10-14,Social,18-24,North
CUST_01075,2022-09-12,Organic,55+,North
CUST_01076,2022-03-31,Organic,35-44,West
CUST_01077,2023-01-24,Paid Search,18-24,East
CUST_01078,2022-04-01,Referral,35-44,North
CUST_01079,2022-08-17,Referral,55+,North
CUST_01080,2023-04-02,Paid Search,45-54,South
CUST_01081,2023-05-18,Paid Search,25-34,North
CUST_01082,2023-06-25,Paid Search,55+,North
CUST_01083,2023-06-08,Social,18-24,East
CUST_01084,2022-10-31,Social,25-34,North
CUST_01085,2022-04-20,Social,18-24,South
CUST_01086,2023-04-04,Paid Search,55+,South
CUST_01087,2023-03-14,Paid Search,45-54,West
CUST_01088,2023-06-25,Email,35-44,West
CUST_01089,2022-12-22,Email,45-54,West
CUST_01090,2022-03-19,Organic,25-34,South
CUST_01091,2022-10-02,Organic,18-24,East
CUST_01092,2022-09-02,Organic,55+,East
CUST_01093,2023-04-06,Organic,55+,West
CUST_01094,2022-08-03,Organic,18-24,East
CUST_01095,2022-06-29,Email,18-24,West
CUST_01096,2022-02-13,Paid Search,35-44,East
CUST_01097,2023-04-02,Paid Search,18-24,West
CUST_01098,2023-02-17,Email,45-54,East
CUST_01099,2022-01-23,Paid Search,55+,East
CUST_01100,2022-08-25,Paid Search,25-34,East
CUST_01101,2022-09-19,Organic,25-34,South
CUST_01102,2022-09-14,Paid Search,55+,East
CUST_01103,2023-05-17,Organic,25-34,South
CUST_01104,2022-03-24,Social,25-34,East
CUST_01105,2022-06-17,Referral,18-24,South
CUST_01106,2022-04-09,Social,55+,West
CUST_01107,2022-05-14,Paid Search,55+,East
CUST_01108,2023-05-11,Referral,18-24,East
CUST_01109,2023-05-29,Paid Search,55+,North
CUST_01110,2022-01-25,Organic,18-24,West
CUST_01111,2022-12-12,Paid Search,18-24,West
CUST_01112,2022-05-08,Paid Search,25-34,North
CUST_01113,2022-04-16,Social,35-44,South
CUST_01114,2022-06-09,Social,55+,East
CUST_01115,2022-04-17,Email,45-54,West
CUST_01116,2022-09-25,Referral,18-24,East
CUST_01117,2023-06-28,Paid Search,35-44,South
CUST_01118,2022-11-17,Social,55+,South
CUST_01119,2023-01-30,Paid Search,45-54,West
CUST_01120,2022-09-27,Paid Search,25-34,West
CUST_01121,2022-01-08,Paid Search,18-24,West
CUST_01122,2022-02-15,Paid Search,35-44,South
CUST_01123,2022-05-27,Paid Search,35-44,South
CUST_01124,2022-05-14,Email,25-34,North
CUST_01125,2023-04-04,Paid Search,18-24,West
CUST_01126,2023-04-06,Paid Search,18-24,West
CUST_01127,2023-04-12,Email,35-44,North
CUST_01128,2022-12-15,Paid Search,55+,North
CUST_01129,2022-10-31,Social,35-44,East
CUST_01130,2022-12-21,Organic,35-44,South
CUST_01131,2022-08-11,Email,55+,South
CUST_01132,2023-01-01,Organic,45-54,South
CUST_01133,2023-03-10,Paid Search,45-54,East
CUST_01134,2023-02-21,Paid Search,35-44,West
CUST_01135,2022-12-02,Social,45-54,West
CUST_01136,2022-02-01,Social,35-44,South
CUST_01137,2023-01-31,Social,45-54,West
CUST_01138,2022-07-20,Paid Search,45-54,East
CUST_01139,2023-02-11,Social,45-54,North
CUST_01140,2022-10-22,Email,55+,West
CUST_01141,2023-04-27,Paid Search,25-34,South
CUST_01142,2022-07-04,Paid Search,45-54,East
CUST_01143,2023-05-24,Organic,18-24,East
CUST_01144,2023-04-07,Paid Search,35-44,West
CUST_01145,2022-06-30,Social,55+,West
CUST_01146,2022-09-21,Referral,45-54,West
CUST_01147,2022-10-18,Social,25-34,East
CUST_01148,2023-02-24,Social,45-54,South
CUST_01149,2023-01-12,Organic,25-34,South
CUST_01150,2023-04-11,Paid Search,35-44,West
CUST_01151,2022-07-21,Paid Search,25-34,North
CUST_01152,2022-10-03,Referral,45-54,East
CUST_01153,2022-08-24,Email,18-24,East
CUST_01154,2023-05-12,Paid Search,35-44,North
CUST_01155,2022-06-16,Paid Search,55+,East
CUST_01156,2022-11-17,Paid Search,45-54,South
