customer_id,acquisition_date,acquisition_channel,age_band,region,calibration_end_date,holdout_end_date,eligible
CUST_00822,2022-12-30,Social,18-24,East,2023-03-30,2023-09-26,True
CUST_00823,2022-03-16,Paid Search,25-34,North,2022-06-14,2022-12-11,True
CUST_00824,2022-12-21,Organic,45-54,East,2023-03-21,2023-09-17,True
CUST_00825,2022-12-07,Organic,35-44,South,2023-03-07,2023-09-03,True
CUST_00826,2022-02-19,Social,35-44,East,2022-05-20,2022-11-16,True
CUST_00827,2023-01-07,Email,35-44,East,2023-04-07,2023-10-04,True
CUST_00828,2023-05-05,Paid Search,55+,South,2023-08-03,2024-01-30,True
CUST_00829,2023-04-17,Social,35-44,South,2023-07-16,2024-01-12,True
CUST_00830,2022-01-16,Social,35-44,North,2022-04-16,2022-10-13,True
CUST_00831,2022-05-15,Paid Search,55+,South,2022-08-13,2023-02-09,True
CUST_00832,2022-05-12,Email,18-24,West,2022-08-10,2023-02-06,True
CUST_00833,2022-09-05,Email,18-24,East,2022-12-04,2023-06-02,True
CUST_00834,2022-03-20,Social,35-44,West,2022-06-18,2022-12-15,True
CUST_00835,2023-04-12,Social,25-34,West,2023-07-11,2024-01-07,True
CUST_00836,2023-03-01,Referral,25-34,West,2023-05-30,2023-11-26,True
CUST_00837,2023-03-18,Referral,18-24,North,2023-06-16,2023-12-13,True
CUST_00838,2022-04-19,Paid Search,55+,South,2022-07-18,2023-01-14,True
CUST_00839,2022-01-08,Email,45-54,North,2022-04-08,2022-10-05,True
CUST_00840,2023-05-13,Paid Search,45-54,North,2023-08-11,2024-02-07,True
CUST_00841,2022-06-07,Social,18-24,North,2022-09-05,2023-03-04,True
CUST_00842,2022-12-25,Email,25-34,South,2023-03-25,2023-09-21,True
CUST_00843,2023-05-12,Email,45-54,North,2023-08-10,2024-02-06,True
CUST_00844,2022-01-20,Paid Search,35-44,West,2022-04-20,2022-10-17,True
CUST_00845,2022-01-03,Paid Search,45-54,East,2022-04-03,2022-09-30,True
CUST_00846,2022-01-03,Referral,45-54,East,2022-04-03,2022-09-30,True
CUST_00847,2022-03-27,Paid Search,35-44,East,2022-06-25,2022-12-22,True
CUST_00848,2022-01-29,Paid Search,45-54,West,2022-04-29,2022-10-26,True
CUST_00849,2023-03-24,Social,25-34,North,2023-06-22,2023-12-19,True
CUST_00850,2022-11-27,Email,18-24,South,2023-02-25,2023-08-24,True
CUST_00851,2023-06-20,Email,55+,South,2023-09-18,2024-03-16,True
CUST_00852,2023-03-14,Email,18-24,East,2023-06-12,2023-12-09,True
CUST_00853,2023-06-10,Social,25-34,East,2023-09-08,2024-03-06,True
CUST_00854,2022-05-11,Paid Search,18-24,West,2022-08-09,2023-02-05,True
CUST_00855,2022-06-07,Social,25-34,East,2022-09-05,2023-03-04,True
CUST_00856,2023-04-09,Organic,25-34,North,2023-07-08,2024-01-04,True
CUST_00857,2022-05-14,Social,18-24,East,2022-08-12,2023-02-08,True
CUST_00858,2022-02-01,Email,35-44,West,2022-05-02,2022-10-29,True
CUST_00859,2023-01-01,Social,55+,East,2023-04-01,2023-09-28,True
CUST_00860,2023-03-14,Email,18-24,East,2023-06-12,2023-12-09,True
CUST_00861,2023-06-13,Email,55+,North,2023-09-11,2024-03-09,True
CUST_00862,2023-05-22,Email,35-44,North,2023-08-20,2024-02-16,True
CUST_00863,2022-03-07,Paid Search,35-44,North,2022-06-05,2022-12-02,True
CUST_00864,2023-02-26,Paid Search,35-44,North,2023-05-27,2023-11-23,True
CUST_00865,2023-04-07,Email,25-34,South,2023-07-06,2024-01-02,True
CUST_00866,2023-01-17,Paid Search,18-24,West,2023-04-17,2023-10-14,True
CUST_00867,2023-03-24,Email,35-44,South,2023-06-22,2023-12-19,True
CUST_00868,2023-04-03,Referral,55+,East,2023-07-02,2023-12-29,True
CUST_00869,2022-09-01,Organic,35-44,West,2022-11-30,2023-05-29,True
CUST_00870,2022-01-22,Paid Search,35-44,West,2022-04-22,2022-10-19,True
CUST_00871,2022-09-07,Referral,45-54,East,2022-12-06,2023-06-04,True
CUST_00872,2022-04-21,Email,25-34,West,2022-07-20,2023-01-16,True
CUST_00873,2022-03-04,Paid Search,18-24,South,2022-06-02,2022-11-29,True
CUST_00874,2022-03-10,Paid Search,35-44,South,2022-06-08,2022-12-05,True
CUST_00875,2023-01-16,Paid Search,55+,South,2023-04-16,2023-10-13,True
CUST_00876,2022-10-03,Paid Search,25-34,West,2023-01-01,2023-06-30,True
CUST_00877,2022-10-22,Paid Search,55+,South,2023-01-20,2023-07-19,True
CUST_00878,2023-02-11,Email,55+,West,2023-05-12,2023-11-08,True
CUST_00879,2022-10-27,Email,25-34,North,2023-01-25,2023-07-24,True
CUST_00880,2022-12-10,Paid Search,35-44,North,2023-03-10,2023-09-06,True
CUST_00881,2022-02-16,Paid Search,45-54,East,2022-05-17,2022-11-13,True
CUST_00882,2023-04-10,Paid Search,35-44,West,2023-07-09,2024-01-05,True
CUST_00883,2022-09-03,Email,45-54,East,2022-12-02,2023-05-31,True
CUST_00884,2022-03-26,Paid Search,55+,South,2022-06-24,2022-12-21,True
CUST_00885,2023-03-21,Email,45-54,North,2023-06-19,2023-12-16,True
CUST_00886,2023-02-06,Paid Search,55+,South,2023-05-07,2023-11-03,True
CUST_00887,2022-01-29,Paid Search,55+,South,2022-04-29,2022-10-26,True
CUST_00888,2022-04-16,Organic,55+,South,2022-07-15,2023-01-11,True
CUST_00889,2022-01-09,Paid Search,55+,West,2022-04-09,2022-10-06,True
CUST_00890,2022-05-28,Paid Search,25-34,West,2022-08-26,2023-02-22,True
CUST_00891,2022-02-24,Paid Search,18-24,West,2022-05-25,2022-11-21,True
CUST_00892,2023-01-23,Organic,18-24,North,2023-04-23,2023-10-20,True
CUST_00893,2022-10-13,Referral,25-34,North,2023-01-11,2023-07-10,True
CUST_00894,2023-06-20,Referral,45-54,South,2023-09-18,2024-03-16,True
CUST_00895,2023-02-14,Organic,35-44,East,2023-05-15,2023-11-11,True
CUST_00896,2022-11-30,Paid Search,35-44,East,2023-02-28,2023-08-27,True
CUST_00897,2022-10-06,Organic,18-24,South,2023-01-04,2023-07-03,True
CUST_00898,2022-01-30,Paid Search,45-54,North,2022-04-30,2022-10-27,True
CUST_00899,2022-02-08,Referral,25-34,South,2022-05-09,2022-11-05,True
CUST_00900,2022-12-03,Email,45-54,West,2023-03-03,2023-08-30,True
CUST_00901,2022-01-03,Email,18-24,West,2022-04-03,2022-09-30,True
CUST_00902,2022-01-24,Organic,25-34,West,2022-04-24,2022-10-21,True
CUST_00903,2022-04-30,Paid Search,18-24,East,2022-07-29,2023-01-25,True
CUST_00904,2023-04-28,Organic,25-34,North,2023-07-27,2024-01-23,True
CUST_00905,2022-09-08,Email,55+,West,2022-12-07,2023-06-05,True
CUST_00906,2023-01-23,Referral,35-44,North,2023-04-23,2023-10-20,True
CUST_00907,2022-08-13,Organic,35-44,South,2022-11-11,2023-05-10,True
CUST_00908,2022-04-05,Paid Search,25-34,West,2022-07-04,2022-12-31,True
CUST_00909,2022-07-22,Organic,25-34,East,2022-10-20,2023-04-18,True
CUST_00910,2022-02-20,Referral,45-54,North,2022-05-21,2022-11-17,True
CUST_00911,2023-02-25,Social,55+,East,2023-05-26,2023-11-22,True
CUST_00912,2022-04-11,Paid Search,45-54,North,2022-07-10,2023-01-06,True
CUST_00913,2022-07-25,Email,45-54,South,2022-10-23,2023-04-21,True
CUST_00914,2023-06-20,Social,35-44,West,2023-09-18,2024-03-16,True
CUST_00915,2022-11-20,Email,18-24,South,2023-02-18,2023-08-17,True
CUST_00916,2022-09-08,Paid Search,45-54,West,2022-12-07,2023-06-05,True
CUST_00917,2022-10-24,Paid Search,55+,East,2023-01-22,2023-07-21,True
CUST_00918,2023-03-05,Organic,35-44,East,2023-06-03,2023-11-30,True
CUST_00919,2022-05-19,Paid Search,18-24,East,2022-08-17,2023-02-13,True
CUST_00920,2022-12-14,Social,45-54,East,2023-03-14,2023-09-10,True
CUST_00921,2023-04-22,Organic,55+,North,2023-07-21,2024-01-17,True
CUST_00922,2022-11-09,Paid Search,25-34,West,2023-02-07,2023-08-06,True
CUST_00923,2022-09-01,Paid Search,18-24,South,2022-11-30,2023-05-29,True
CUST_00924,2022-03-21,Social,45-54,East,2022-06-19,2022-12-16,True
CUST_00925,2022-05-16,Paid Search,25-34,East,2022-08-14,2023-02-10,True
CUST_00926,2023-06-01,Referral,45-54,East,2023-08-30,2024-02-26,True
CUST_00927,2022-10-23,Social,45-54,South,2023-01-21,2023-07-20,True
CUST_00928,2022-06-14,Referral,25-34,West,2022-09-12,2023-03-11,True
CUST_00929,2022-08-17,Email,18-24,North,2022-11-15,2023-05-14,True
CUST_00930,2022-11-12,Social,35-44,East,2023-02-10,2023-08-09,True
CUST_00931,2022-10-21,Referral,35-44,East,2023-01-19,2023-07-18,True
CUST_00932,2023-01-18,Paid Search,55+,East,2023-04-18,2023-10-15,True
CUST_00933,2022-05-21,Referral,25-34,North,2022-08-19,2023-02-15,True
CUST_00934,2022-12-21,Organic,25-34,South,2023-03-21,2023-09-17,True
CUST_00935,2022-08-30,Social,55+,North,2022-11-28,2023-05-27,True
CUST_00936,2023-05-29,Email,45-54,East,2023-08-27,2024-02-23,True
CUST_00937,2022-03-28,Paid Search,45-54,East,2022-06-26,2022-12-23,True
CUST_00938,2022-03-23,Paid Search,55+,East,2022-06-21,2022-12-18,True
CUST_00939,2022-09-10,Paid Search,45-54,West,2022-12-09,2023-06-07,True
CUST_00940,2022-10-05,Paid Search,55+,South,2023-01-03,2023-07-02,True
CUST_00941,2023-01-13,Organic,45-54,South,2023-04-13,2023-10-10,True
CUST_00942,2022-08-09,Paid Search,35-44,South,2022-11-07,2023-05-06,True
CUST_00943,2023-05-14,Social,18-24,North,2023-08-12,2024-02-08,True
CUST_00944,2022-09-16,Paid Search,45-54,West,2022-12-15,2023-06-13,True
CUST_00945,2022-03-12,Paid Search,45-54,West,2022-06-10,2022-12-07,True
CUST_00946,2022-03-07,Email,55+,South,2022-06-05,2022-12-02,True
CUST_00947,2023-06-16,Paid Search,45-54,West,2023-09-14,2024-03-12,True
CUST_00948,2022-03-15,Social,35-44,North,2022-06-13,2022-12-10,True
CUST_00949,2023-06-02,Organic,35-44,North,2023-08-31,2024-02-27,True
CUST_00950,2022-06-01,Organic,18-24,South,2022-08-30,2023-02-26,True
CUST_00951,2022-02-21,Paid Search,18-24,South,2022-05-22,2022-11-18,True
CUST_00952,2022-06-16,Social,18-24,North,2022-09-14,2023-03-13,True
CUST_00953,2022-12-02,Paid Search,55+,East,2023-03-02,2023-08-29,True
CUST_00954,2022-08-22,Organic,45-54,West,2022-11-20,2023-05-19,True
CUST_00955,2023-03-05,Email,25-34,South,2023-06-03,2023-11-30,True
CUST_00956,2022-11-30,Paid Search,35-44,South,2023-02-28,2023-08-27,True
CUST_00957,2022-08-07,Paid Search,35-44,North,2022-11-05,2023-05-04,True
CUST_00958,2022-12-13,Paid Search,25-34,South,2023-03-13,2023-09-09,True
CUST_00959,2023-06-15,Paid Search,35-44,West,2023-09-13,2024-03-11,True
CUST_00960,2022-08-13,Organic,25-34,West,2022-11-11,2023-05-10,True
CUST_00961,2022-03-25,Social,45-54,North,2022-06-23,2022-12-20,True
CUST_00962,2022-08-12,Organic,45-54,North,2022-11-10,2023-05-09,True
CUST_00963,2023-04-04,Paid Search,18-24,West,2023-07-03,2023-12-30,True
CUST_00964,2022-04-29,Referral,35-44,North,2022-07-28,2023-01-24,True
CUST_00965,2023-06-03,Paid Search,55+,East,2023-09-01,2024-02-28,True
CUST_00966,2022-11-18,Email,55+,West,2023-02-16,2023-08-15,True
CUST_00967,2022-11-25,Paid Search,45-54,West,2023-02-23,2023-08-22,True
CUST_00968,2022-06-23,Paid Search,45-54,East,2022-09-21,2023-03-20,True
CUST_00969,2023-05-18,Referral,18-24,South,2023-08-16,2024-02-12,True
CUST_00970,2022-01-20,Paid Search,55+,West,2022-04-20,2022-10-17,True
CUST_00971,2022-06-13,Email,45-54,East,2022-09-11,2023-03-10,True
CUST_00972,2022-08-17,Social,55+,West,2022-11-15,2023-05-14,True
CUST_00973,2022-09-18,Paid Search,55+,East,2022-12-17,2023-06-15,True
CUST_00974,2022-09-16,Organic,25-34,West,2022-12-15,2023-06-13,True
CUST_00975,2022-03-22,Email,18-24,West,2022-06-20,2022-12-17,True
CUST_00976,2022-05-04,Social,45-54,North,2022-08-02,2023-01-29,True
CUST_00977,2022-02-22,Social,35-44,South,2022-05-23,2022-11-19,True
CUST_00978,2022-11-09,Social,18-24,West,2023-02-07,2023-08-06,True
CUST_00979,2022-07-11,Social,25-34,North,2022-10-09,2023-04-07,True
CUST_00980,2022-11-05,Organic,55+,East,2023-02-03,2023-08-02,True
CUST_00981,2022-11-18,Referral,25-34,South,2023-02-16,2023-08-15,True
CUST_00982,2023-01-19,Paid Search,25-34,North,2023-04-19,2023-10-16,True
CUST_00983,2022-10-26,Paid Search,45-54,East,2023-01-24,2023-07-23,True
CUST_00984,2022-12-20,Referral,45-54,West,2023-03-20,2023-09-16,True
CUST_00985,2022-11-17,Paid Search,25-34,West,2023-02-15,2023-08-14,True
CUST_00986,2022-12-23,Paid Search,55+,South,2023-03-23,2023-09-19,True
CUST_00987,2022-12-03,Paid Search,35-44,North,2023-03-03,2023-08-30,True
CUST_00988,2022-06-22,Email,18-24,West,2022-09-20,2023-03-19,True
CUST_00989,2022-05-15,Paid Search,25-34,West,2022-08-13,2023-02-09,True
CUST_00990,2023-03-06,Referral,55+,East,2023-06-04,2023-12-01,True
CUST_00991,2022-07-07,Social,18-24,East,2022-10-05,2023-04-03,True
CUST_00992,2022-10-27,Social,18-24,East,2023-01-25,2023-07-24,True
CUST_00993,2022-04-18,Paid Search,45-54,North,2022-07-17,2023-01-13,True
CUST_00994,2022-08-24,Email,35-44,North,2022-11-22,2023-05-21,True
CUST_00995,2022-10-17,Referral,25-34,North,2023-01-15,2023-07-14,True
CUST_00996,2022-12-08,Email,35-44,West,2023-03-08,2023-09-04,True
CUST_00997,2022-10-15,Social,18-24,North,2023-01-13,2023-07-12,True
CUST_00998,2022-07-16,Paid Search,25-34,East,2022-10-14,2023-04-12,True
CUST_00999,2023-06-10,Organic,25-34,South,2023-09-08,2024-03-06,True
CUST_01000,2022-10-07,Paid Search,35-44,North,2023-01-05,2023-07-04,True
CUST_01001,2023-03-18,Social,45-54,West,2023-06-16,2023-12-13,True
CUST_01002,2023-02-07,Referral,55+,North,2023-05-08,2023-11-04,True
CUST_01003,2022-11-01,Paid Search,18-24,West,2023-01-30,2023-07-29,True
CUST_01004,2023-04-29,Social,25-34,West,2023-07-28,2024-01-24,True
CUST_01005,2022-03-12,Paid Search,25-34,West,2022-06-10,2022-12-07,True
CUST_01006,2023-05-18,Social,35-44,North,2023-08-16,2024-02-12,True
CUST_01007,2023-04-10,Referral,35-44,West,2023-07-09,2024-01-05,True
CUST_01008,2022-10-02,Paid Search,55+,East,2022-12-31,2023-06-29,True
CUST_01009,2023-02-05,Paid Search,55+,South,2023-05-06,2023-11-02,True
CUST_01010,2022-10-12,Social,45-54,East,2023-01-10,2023-07-09,True
CUST_01011,2022-05-27,Paid Search,18-24,South,2022-08-25,2023-02-21,True
CUST_01012,2023-03-13,Organic,18-24,South,2023-06-11,2023-12-08,True
CUST_01013,2022-05-15,Social,55+,South,2022-08-13,2023-02-09,True
CUST_01014,2022-06-21,Social,55+,East,2022-09-19,2023-03-18,True
CUST_01015,2022-10-11,Paid Search,25-34,East,2023-01-09,2023-07-08,True
CUST_01016,2023-04-03,Social,18-24,North,2023-07-02,2023-12-29,True
CUST_01017,2022-07-29,Organic,45-54,North,2022-10-27,2023-04-25,True
CUST_01018,2022-09-27,Paid Search,35-44,West,2022-12-26,2023-06-24,True
CUST_01019,2022-01-23,Paid Search,55+,East,2022-04-23,2022-10-20,True
CUST_01020,2022-03-05,Paid Search,35-44,West,2022-06-03,2022-11-30,True
CUST_01021,2022-01-31,Email,45-54,South,2022-05-01,2022-10-28,True
CUST_01022,2022-02-09,Social,45-54,South,2022-05-10,2022-11-06,True
CUST_01023,2023-04-20,Email,18-24,South,2023-07-19,2024-01-15,True
CUST_01024,2023-04-05,Referral,18-24,East,2023-07-04,2023-12-31,True
CUST_01025,2023-03-25,Paid Search,45-54,West,2023-06-23,2023-12-20,True
CUST_01026,2022-01-31,Paid Search,18-24,East,2022-05-01,2022-10-28,True
CUST_01027,2022-02-12,Paid Search,25-34,South,2022-05-13,2022-11-09,True
CUST_01028,2022-06-03,Organic,45-54,West,2022-09-01,2023-02-28,True
CUST_01029,2022-11-05,Referral,25-34,East,2023-02-03,2023-08-02,True
CUST_01030,2022-07-02,Email,18-24,South,2022-09-30,2023-03-29,True
CUST_01031,2022-09-24,Social,18-24,North,2022-12-23,2023-06-21,True
CUST_01032,2022-04-05,Paid Search,35-44,East,2022-07-04,2022-12-31,True
CUST_01033,2023-02-04,Paid Search,45-54,East,2023-05-05,2023-11-01,True
CUST_01034,2022-06-21,Paid Search,45-54,West,2022-09-19,2023-03-18,True
CUST_01035,2022-02-06,Organic,55+,North,2022-05-07,2022-11-03,True
CUST_01036,2023-02-10,Social,45-54,North,2023-05-11,2023-11-07,True
CUST_01037,2023-05-08,Referral,45-54,West,2023-08-06,2024-02-02,True
CUST_01038,2022-01-09,Paid Search,25-34,East,2022-04-09,2022-10-06,True
CUST_01039,2022-08-27,Paid Search,25-34,North,2022-11-25,2023-05-24,True
CUST_01040,2023-03-28,Referral,25-34,North,2023-06-26,2023-12-23,True
CUST_01041,2023-01-21,Email,18-24,South,2023-04-21,2023-10-18,True
CUST_01042,2023-04-13,Organic,55+,East,2023-07-12,2024-01-08,True
CUST_01043,2022-08-15,Social,25-34,North,2022-11-13,2023-05-12,True
CUST_01044,2022-07-23,Email,35-44,South,2022-10-21,2023-04-19,True
CUST_01045,2023-01-23,Social,25-34,East,2023-04-23,2023-10-20,True
CUST_01046,2022-03-25,Organic,18-24,West,2022-06-23,2022-12-20,True
CUST_01047,2022-05-11,Email,55+,South,2022-08-09,2023-02-05,True
CUST_01048,2022-11-25,Referral,25-34,South,2023-02-23,2023-08-22,True
CUST_01049,2022-12-31,Organic,18-24,South,2023-03-31,2023-09-27,True
CUST_01050,2022-03-07,Paid Search,25-34,North,2022-06-05,2022-12-02,True
CUST_01051,2022-10-05,Organic,18-24,North,2023-01-03,2023-07-02,True
CUST_01052,2022-07-19,Paid Search,55+,West,2022-10-17,2023-04-15,True
CUST_01053,2022-10-01,Referral,18-24,North,2022-12-30,2023-06-28,True
CUST_01054,2023-06-08,Social,25-34,West,2023-09-06,2024-03-04,True
CUST_01055,2022-02-11,Referral,25-34,North,2022-05-12,2022-11-08,True
CUST_01056,2023-06-28,Email,18-24,East,2023-09-26,2024-03-24,True
CUST_01057,2022-09-03,Referral,18-24,West,2022-12-02,2023-05-31,True
CUST_01058,2023-02-26,Paid Search,35-44,East,2023-05-27,2023-11-23,True
CUST_01059,2022-08-20,Paid Search,25-34,East,2022-11-18,2023-05-17,True
CUST_01060,2022-06-19,Paid Search,18-24,South,2022-09-17,2023-03-16,True
CUST_01061,2023-02-25,Referral,25-34,East,2023-05-26,2023-11-22,True
CUST_01062,2023-01-11,Email,25-34,East,2023-04-11,2023-10-08,True
CUST_01063,2022-03-20,Paid Search,35-44,South,2022-06-18,2022-12-15,True
CUST_01064,2023-01-21,Organic,55+,North,2023-04-21,2023-10-18,True
CUST_01065,2023-02-16,Email,25-34,West,2023-05-17,2023-11-13,True
CUST_01066,2022-07-31,Email,45-54,North,2022-10-29,2023-04-27,True
CUST_01067,2023-05-21,Email,45-54,West,2023-08-19,2024-02-15,True
CUST_01068,2022-12-16,Paid Search,18-24,West,2023-03-16,2023-09-12,True
CUST_01069,2022-07-02,Social,35-44,North,2022-09-30,2023-03-29,True
CUST_01070,2022-01-06,Email,35-44,East,2022-04-06,2022-10-03,True
CUST_01071,2023-01-04,Paid Search,35-44,East,2023-04-04,2023-10-01,True
CUST_01072,2022-04-25,Organic,18-24,North,2022-07-24,2023-01-20,True
CUST_01073,2023-02-18,Social,35-44,West,2023-05-19,2023-11-15,True
CUST_01074,2022-10-14,Social,18-24,North,2023-01-12,2023-07-11,True
CUST_01075,2022-09-12,Organic,55+,North,2022-12-11,2023-06-09,True
CUST_01076,2022-03-31,Organic,35-44,West,2022-06-29,2022-12-26,True
CUST_01077,2023-01-24,Paid Search,18-24,East,2023-04-24,2023-10-21,True
CUST_01078,2022-04-01,Referral,35-44,North,2022-06-30,2022-12-27,True
CUST_01079,2022-08-17,Referral,55+,North,2022-11-15,2023-05-14,True
CUST_01080,2023-04-02,Paid Search,45-54,South,2023-07-01,2023-12-28,True
CUST_01081,2023-05-18,Paid Search,25-34,North,2023-08-16,2024-02-12,True
CUST_01082,2023-06-25,Paid Search,55+,North,2023-09-23,2024-03-21,True
CUST_01083,2023-06-08,Social,18-24,East,2023-09-06,2024-03-04,True
CUST_01084,2022-10-31,Social,25-34,North,2023-01-29,2023-07-28,True
CUST_01085,2022-04-20,Social,18-24,South,2022-07-19,2023-01-15,True
CUST_01086,2023-04-04,Paid Search,55+,South,2023-07-03,2023-12-30,True
CUST_01087,2023-03-14,Paid Search,45-54,West,2023-06-12,2023-12-09,True
CUST_01088,2023-06-25,Email,35-44,West,2023-09-23,2024-03-21,True
CUST_01089,2022-12-22,Email,45-54,West,2023-03-22,2023-09-18,True
CUST_01090,2022-03-19,Organic,25-34,South,2022-06-17,2022-12-14,True
CUST_01091,2022-10-02,Organic,18-24,East,2022-12-31,2023-06-29,True
CUST_01092,2022-09-02,Organic,55+,East,2022-12-01,2023-05-30,True
CUST_01093,2023-04-06,Organic,55+,West,2023-07-05,2024-01-01,True
CUST_01094,2022-08-03,Organic,18-24,East,2022-11-01,2023-04-30,True
CUST_01095,2022-06-29,Email,18-24,West,2022-09-27,2023-03-26,True
CUST_01096,2022-02-13,Paid Search,35-44,East,2022-05-14,2022-11-10,True
CUST_01097,2023-04-02,Paid Search,18-24,West,2023-07-01,2023-12-28,True
CUST_01098,2023-02-17,Email,45-54,East,2023-05-18,2023-11-14,True
CUST_01099,2022-01-23,Paid Search,55+,East,2022-04-23,2022-10-20,True
CUST_01100,2022-08-25,Paid Search,25-34,East,2022-11-23,2023-05-22,True
CUST_01101,2022-09-19,Organic,25-34,South,2022-12-18,2023-06-16,True
CUST_01102,2022-09-14,Paid Search,55+,East,2022-12-13,2023-06-11,True
CUST_01103,2023-05-17,Organic,25-34,South,2023-08-15,2024-02-11,True
CUST_01104,2022-03-24,Social,25-34,East,2022-06-22,2022-12-19,True
CUST_01105,2022-06-17,Referral,18-24,South,2022-09-15,2023-03-14,True
CUST_01106,2022-04-09,Social,55+,West,2022-07-08,2023-01-04,True
CUST_01107,2022-05-14,Paid Search,55+,East,2022-08-12,2023-02-08,True
CUST_01108,2023-05-11,Referral,18-24,East,2023-08-09,2024-02-05,True
CUST_01109,2023-05-29,Paid Search,55+,North,2023-08-27,2024-02-23,True
CUST_01110,2022-01-25,Organic,18-24,West,2022-04-25,2022-10-22,True
CUST_01111,2022-12-12,Paid Search,18-24,West,2023-03-12,2023-09-08,True
CUST_01112,2022-05-08,Paid Search,25-34,North,2022-08-06,2023-02-02,True
CUST_01113,2022-04-16,Social,35-44,South,2022-07-15,2023-01-11,True
CUST_01114,2022-06-09,Social,55+,East,2022-09-07,2023-03-06,True
CUST_01115,2022-04-17,Email,45-54,West,2022-07-16,2023-01-12,True
CUST_01116,2022-09-25,Referral,18-24,East,2022-12-24,2023-06-22,True
CUST_01117,2023-06-28,Paid Search,35-44,South,2023-09-26,2024-03-24,True
CUST_01118,2022-11-17,Social,55+,South,2023-02-15,2023-08-14,True
CUST_01119,2023-01-30,Paid Search,45-54,West,2023-04-30,2023-10-27,True
CUST_01120,2022-09-27,Paid Search,25-34,West,2022-12-26,2023-06-24,True
CUST_01121,2022-01-08,Paid Search,18-24,West,2022-04-08,2022-10-05,True
CUST_01122,2022-02-15,Paid Search,35-44,South,2022-05-16,2022-11-12,True
CUST_01123,2022-05-27,Paid Search,35-44,South,2022-08-25,2023-02-21,True
CUST_01124,2022-05-14,Email,25-34,North,2022-08-12,2023-02-08,True
CUST_01125,2023-04-04,Paid Search,18-24,West,2023-07-03,2023-12-30,True
CUST_01126,2023-04-06,Paid Search,18-24,West,2023-07-05,2024-01-01,True
CUST_01127,2023-04-12,Email,35-44,North,2023-07-11,2024-01-07,True
CUST_01128,2022-12-15,Paid Search,55+,North,2023-03-15,2023-09-11,True
CUST_01129,2022-10-31,Social,35-44,East,2023-01-29,2023-07-28,True
CUST_01130,2022-12-21,Organic,35-44,South,2023-03-21,2023-09-17,True
CUST_01131,2022-08-11,Email,55+,South,2022-11-09,2023-05-08,True
CUST_01132,2023-01-01,Organic,45-54,South,2023-04-01,2023-09-28,True
CUST_01133,2023-03-10,Paid Search,45-54,East,2023-06-08,2023-12-05,True
CUST_01134,2023-02-21,Paid Search,35-44,West,2023-05-22,2023-11-18,True
CUST_01135,2022-12-02,Social,45-54,West,2023-03-02,2023-08-29,True
CUST_01136,2022-02-01,Social,35-44,South,2022-05-02,2022-10-29,True
CUST_01137,2023-01-31,Social,45-54,West,2023-05-01,2023-10-28,True
CUST_01138,2022-07-20,Paid Search,45-54,East,2022-10-18,2023-04-16,True
CUST_01139,2023-02-11,Social,45-54,North,2023-05-12,2023-11-08,True
CUST_01140,2022-10-22,Email,55+,West,2023-01-20,2023-07-19,True
CUST_01141,2023-04-27,Paid Search,25-34,South,2023-07-26,2024-01-22,True
CUST_01142,2022-07-04,Paid Search,45-54,East,2022-10-02,2023-03-31,True
CUST_01143,2023-05-24,Organic,18-24,East,2023-08-22,2024-02-18,True
CUST_01144,2023-04-07,Paid Search,35-44,West,2023-07-06,2024-01-02,True
CUST_01145,2022-06-30,Social,55+,West,2022-09-28,2023-03-27,True
CUST_01146,2022-09-21,Referral,45-54,West,2022-12-20,2023-06-18,True
CUST_01147,2022-10-18,Social,25-34,East,2023-01-16,2023-07-15,True
CUST_01148,2023-02-24,Social,45-54,South,2023-05-25,2023-11-21,True
CUST_01149,2023-01-12,Organic,25-34,South,2023-04-12,2023-10-09,True
CUST_01150,2023-04-11,Paid Search,35-44,West,2023-07-10,2024-01-06,True
CUST_01151,2022-07-21,Paid Search,25-34,North,2022-10-19,2023-04-17,True
CUST_01152,2022-10-03,Referral,45-54,East,2023-01-01,2023-06-30,True
CUST_01153,2022-08-24,Email,18-24,East,2022-11-22,2023-05-21,True
CUST_01154,2023-05-12,Paid Search,35-44,North,2023-08-10,2024-02-06,True
CUST_01155,2022-06-16,Paid Search,55+,East,2022-09-14,2023-03-13,True
CUST_01156,2022-11-17,Paid Search,45-54,South,2023-02-15,2023-08-14,True
CUST_01157,2022-03-07,Paid Search,35-44,South,2022-06-05,2022-12-02,True
CUST_01158,2023-04-10,Paid Search,55+,East,2023-07-09,2024-01-05,True
CUST_01159,2022-07-29,Organic,18-24,North,2022-10-27,2023-04-25,True
CUST_01160,2022-07-05,Paid Search,55+,North,2022-10-03,2023-04-01,True
CUST_01161,2022-11-15,Organic,25-34,South,2023-02-13,2023-08-12,True
CUST_01162,2022-09-30,Organic,55+,East,2022-12-29,2023-06-27,True
CUST_01163,2023-04-08,Paid Search,55+,North,2023-07-07,2024-01-03,True
CUST_01164,2022-10-18,Social,45-54,South,2023-01-16,2023-07-15,True
CUST_01165,2022-10-10,Referral,45-54,South,2023-01-08,2023-07-07,True
CUST_01166,2022-02-27,Social,45-54,East,2022-05-28,2022-11-24,True
CUST_01167,2022-01-12,Paid Search,25-34,South,2022-04-12,2022-10-09,True
