customer_id,acquisition_channel,age_band,region,predicted_clv,clv_tier
CUST_01005,Paid Search,25-34,West,3873.5881,Low
CUST_01006,Social,35-44,North,2744.5583,Low
CUST_01007,Referral,35-44,West,4187.475,Medium
CUST_01008,Paid Search,55+,East,4124.105,Low
CUST_01009,Paid Search,55+,South,3750.1707,Low
CUST_01010,Social,45-54,East,2654.3887,Low
CUST_01011,Paid Search,18-24,South,2897.009,Low
CUST_01012,Organic,18-24,South,2390.9248,Low
CUST_01013,Social,55+,South,2875.3342,Low
CUST_01014,Social,55+,East,1657.3705,Low
CUST_01015,Paid Search,25-34,East,3551.8352,Low
CUST_01016,Social,18-24,North,2557.5767,Low
CUST_01017,Organic,45-54,North,2511.1477,Low
CUST_01018,Paid Search,35-44,West,3664.4907,Medium
CUST_01019,Paid Search,55+,East,3720.888,Medium
CUST_01020,Paid Search,35-44,West,3910.9185,Medium
CUST_01021,Email,45-54,South,5045.4233,Medium
CUST_01022,Social,45-54,South,2641.5393,Low
CUST_01023,Email,18-24,South,3368.3867,Low
CUST_01024,Referral,18-24,East,13848.804,High
CUST_01025,Paid Search,45-54,West,3736.5442,Medium
CUST_01026,Paid Search,18-24,East,3967.437,Medium
CUST_01027,Paid Search,25-34,South,3349.1924,Low
CUST_01028,Organic,45-54,West,4886.45,Medium
CUST_01029,Referral,25-34,East,17014.836,High
CUST_01030,Email,18-24,South,4873.9854,Medium
CUST_01031,Social,18-24,North,2647.0881,Low
CUST_01032,Paid Search,35-44,East,3664.4907,Medium
CUST_01033,Paid Search,45-54,East,3983.4631,Medium
CUST_01034,Paid Search,45-54,West,4148.412,Low
CUST_01035,Organic,55+,North,4600.238,Medium
CUST_01036,Social,45-54,North,2616.4858,Low
CUST_01037,Referral,45-54,West,15674.388,High
CUST_01038,Paid Search,25-34,East,3872.373,Medium
CUST_01039,Paid Search,25-34,North,3613.843,Low
CUST_01040,Referral,25-34,North,10370.326,High
CUST_01041,Email,18-24,South,4660.928,Medium
CUST_01042,Organic,55+,East,4708.01,Medium
CUST_01043,Social,25-34,North,2399.4644,Medium
CUST_01044,Email,35-44,South,4601.254,Medium
CUST_01045,Social,25-34,East,2546.6704,Medium
CUST_01046,Organic,18-24,West,5263.216,Low
CUST_01047,Email,55+,South,3379.2957,Low
CUST_01048,Referral,25-34,South,169.84846,Medium
CUST_01049,Organic,18-24,South,2090.7207,Low
CUST_01050,Paid Search,25-34,North,3943.3396,Medium
CUST_01051,Organic,18-24,North,1502.1254,Low
CUST_01052,Paid Search,55+,West,3768.3262,Medium
CUST_01053,Referral,18-24,North,14553.845,High
CUST_01054,Social,25-34,West,2617.6326,Medium
CUST_01055,Referral,25-34,North,16996.639,High
CUST_01056,Email,18-24,East,4751.75,Medium
CUST_01057,Referral,18-24,West,13580.9375,High
CUST_01058,Paid Search,35-44,East,3720.2249,Low
CUST_01059,Paid Search,25-34,East,4163.954,Low
CUST_01060,Paid Search,18-24,South,4514.2305,Low
CUST_01061,Referral,25-34,East,11407.053,High
CUST_01062,Email,25-34,East,4617.446,Medium
CUST_01063,Paid Search,35-44,South,3740.5383,Medium
CUST_01064,Organic,55+,North,4537.0327,Medium
CUST_01065,Email,25-34,West,2093.3945,Low
CUST_01066,Email,45-54,North,4460.492,Medium
CUST_01067,Email,45-54,West,4467.0615,Medium
CUST_01068,Paid Search,18-24,West,3729.646,Medium
CUST_01069,Social,35-44,North,1876.0382,Low
CUST_01070,Email,35-44,East,4609.9556,Medium
CUST_01071,Paid Search,35-44,East,3711.312,Low
CUST_01072,Organic,18-24,North,5571.975,Medium
CUST_01073,Social,35-44,West,2469.1243,Low
CUST_01074,Social,18-24,North,1751.8008,Low
CUST_01075,Organic,55+,North,4628.3545,Medium
CUST_01076,Organic,35-44,West,1099.3871,Low
CUST_01077,Paid Search,18-24,East,3425.381,Low
CUST_01078,Referral,35-44,North,7614.6167,Medium
CUST_01079,Referral,55+,North,13488.662,High
CUST_01080,Paid Search,45-54,South,4173.0986,Low
CUST_01081,Paid Search,25-34,North,3682.9915,Low
CUST_01082,Paid Search,55+,North,3821.3672,Medium
CUST_01083,Social,18-24,East,2630.2559,Medium
CUST_01084,Social,25-34,North,2575.8154,Medium
CUST_01085,Social,18-24,South,330.05774,Low
CUST_01086,Paid Search,55+,South,3769.09,Medium
CUST_01087,Paid Search,45-54,West,3915.5781,Medium
CUST_01088,Email,35-44,West,471.73785,Low
CUST_01089,Email,45-54,West,4642.9897,Medium
CUST_01090,Organic,25-34,South,1936.727,Low
CUST_01091,Organic,18-24,East,5308.226,Low
CUST_01092,Organic,55+,East,4830.3774,Medium
CUST_01093,Organic,55+,West,4728.561,Medium
CUST_01094,Organic,18-24,East,4242.893,Medium
CUST_01095,Email,18-24,West,4682.1396,Medium
CUST_01096,Paid Search,35-44,East,3699.43,Medium
CUST_01097,Paid Search,18-24,West,3095.688,Low
CUST_01098,Email,45-54,East,4676.238,Medium
CUST_01099,Paid Search,55+,East,3648.0305,Low
CUST_01100,Paid Search,25-34,East,3593.7527,Medium
CUST_01101,Organic,25-34,South,4903.658,Medium
CUST_01102,Paid Search,55+,East,0.0,Low
CUST_01103,Organic,25-34,South,5019.9087,Medium
CUST_01104,Social,25-34,East,2546.7393,Medium
CUST_01105,Referral,18-24,South,17192.672,High
CUST_01106,Social,55+,West,2546.8975,Low
CUST_01107,Paid Search,55+,East,3762.0479,Medium
CUST_01108,Referral,18-24,East,14076.627,High
CUST_01109,Paid Search,55+,North,499.78476,Low
CUST_01110,Organic,18-24,West,5093.959,Medium
CUST_01111,Paid Search,18-24,West,1406.9131,Low
CUST_01112,Paid Search,25-34,North,3682.7622,Medium
CUST_01113,Social,35-44,South,2805.115,Low
CUST_01114,Social,55+,East,2712.824,Low
CUST_01115,Email,45-54,West,4598.892,Medium
CUST_01116,Referral,18-24,East,13848.804,High
CUST_01117,Paid Search,35-44,South,2950.5737,Low
CUST_01118,Social,55+,South,2570.25,Medium
CUST_01119,Paid Search,45-54,West,3649.6567,Low
CUST_01120,Paid Search,25-34,West,3567.0708,Low
CUST_01121,Paid Search,18-24,West,3464.7595,Low
CUST_01122,Paid Search,35-44,South,1222.3254,Low
CUST_01123,Paid Search,35-44,South,3733.3381,Low
CUST_01124,Email,25-34,North,4518.7007,Medium
CUST_01125,Paid Search,18-24,West,3635.9253,Low
CUST_01126,Paid Search,18-24,West,3633.5046,Low
CUST_01127,Email,35-44,North,4800.2817,Medium
CUST_01128,Paid Search,55+,North,4122.915,Low
CUST_01129,Social,35-44,East,2485.0718,Medium
CUST_01130,Organic,35-44,South,4860.4307,Medium
CUST_01131,Email,55+,South,4627.2104,Medium
CUST_01132,Organic,45-54,South,5005.9927,Medium
CUST_01133,Paid Search,45-54,East,3583.9954,Medium
CUST_01134,Paid Search,35-44,West,3937.181,Medium
CUST_01135,Social,45-54,West,2767.4976,Low
CUST_01136,Social,35-44,South,2202.1792,Low
CUST_01137,Social,45-54,West,2720.6646,Low
CUST_01138,Paid Search,45-54,East,3994.0364,Low
CUST_01139,Social,45-54,North,2253.5776,Low
CUST_01140,Email,55+,West,4526.78,Medium
CUST_01141,Paid Search,25-34,South,3883.511,Low
CUST_01142,Paid Search,45-54,East,3850.9,Medium
CUST_01143,Organic,18-24,East,1964.7914,Low
CUST_01144,Paid Search,35-44,West,3381.1802,Low
CUST_01145,Social,55+,West,2782.0908,Low
CUST_01146,Referral,45-54,West,13253.265,High
CUST_01147,Social,25-34,East,2511.0144,Low
CUST_01148,Social,45-54,South,2679.2568,Medium
CUST_01149,Organic,25-34,South,4963.704,Medium
CUST_01150,Paid Search,35-44,West,3887.3408,Medium
CUST_01151,Paid Search,25-34,North,3878.988,Low
CUST_01152,Referral,45-54,East,16523.574,High
CUST_01153,Email,18-24,East,4546.6733,Medium
CUST_01154,Paid Search,35-44,North,3564.618,Medium
CUST_01155,Paid Search,55+,East,3575.13,Low
CUST_01156,Paid Search,45-54,South,4452.725,Low
CUST_01157,Paid Search,35-44,South,3733.3381,Low
CUST_01158,Paid Search,55+,East,3732.507,Medium
CUST_01159,Organic,18-24,North,5298.908,Low
CUST_01160,Paid Search,55+,North,3719.7585,Low
CUST_01161,Organic,25-34,South,5152.7485,Medium
CUST_01162,Organic,55+,East,4879.9165,Medium
CUST_01163,Paid Search,55+,North,3722.1555,Low
CUST_01164,Social,45-54,South,426.03494,Low
CUST_01165,Referral,45-54,South,0.0,Medium
CUST_01166,Social,45-54,East,2092.4465,Low
CUST_01167,Paid Search,25-34,South,3634.188,Medium
CUST_01168,Paid Search,18-24,North,3782.6228,Medium
CUST_01169,Paid Search,25-34,East,358.42938,Low
CUST_01170,Referral,35-44,West,16016.828,High
CUST_01171,Organic,45-54,East,4987.258,Medium
CUST_01172,Social,25-34,South,2868.3745,Low
CUST_01173,Social,35-44,South,2421.2354,Low
CUST_01174,Organic,18-24,North,4689.491,Medium
CUST_01175,Social,18-24,North,2297.5112,Medium
CUST_01176,Paid Search,55+,South,3830.469,Medium
CUST_01177,Organic,55+,East,3314.1953,Low
CUST_01178,Email,55+,South,4613.3623,Medium
CUST_01179,Paid Search,25-34,West,3993.7656,Medium
CUST_01180,Email,35-44,East,1814.5146,Low
CUST_01181,Organic,45-54,North,4999.8037,Medium
CUST_01182,Paid Search,25-34,East,3620.9036,Low
CUST_01183,Email,45-54,East,4820.5356,Medium
CUST_01184,Paid Search,45-54,North,3955.157,Low
CUST_01185,Paid Search,35-44,South,3961.5947,Medium
CUST_01186,Paid Search,35-44,West,4161.9824,Low
CUST_01187,Social,25-34,South,3105.3481,Medium
CUST_01188,Organic,55+,South,4996.81,Medium
CUST_01189,Paid Search,55+,North,3874.6174,Medium
CUST_01190,Paid Search,55+,North,3465.371,Low
CUST_01191,Paid Search,45-54,South,3834.3574,Medium
CUST_01192,Paid Search,25-34,West,3497.3472,Medium
CUST_01193,Referral,45-54,West,15410.056,High
CUST_01194,Social,25-34,East,2745.2412,Medium
CUST_01195,Referral,55+,West,16920.982,High
CUST_01196,Email,25-34,East,4601.1343,Low
CUST_01197,Referral,35-44,East,11480.955,High
CUST_01198,Paid Search,18-24,South,3794.6348,Low
CUST_01199,Paid Search,18-24,North,3844.0352,Medium
CUST_01200,Organic,25-34,South,318.3127,Low
CUST_01201,Social,35-44,West,2680.8088,Medium
CUST_01202,Organic,18-24,East,3735.938,Low
CUST_01203,Organic,55+,West,5038.588,Low
CUST_01204,Referral,18-24,North,200.6669,Low
CUST_01205,Organic,55+,North,5088.865,Low
CUST_01206,Email,25-34,South,4696.4043,Medium
CUST_01207,Paid Search,25-34,South,4166.5415,Low
CUST_01208,Paid Search,18-24,West,0.0,Low
CUST_01209,Paid Search,55+,South,4465.9214,Low
CUST_01210,Paid Search,45-54,East,3802.573,Low
CUST_01211,Email,18-24,East,4121.9487,Low
CUST_01212,Social,18-24,South,3114.3545,Low
CUST_01213,Social,45-54,West,2831.9187,Medium
CUST_01214,Referral,55+,North,13703.462,High
CUST_01215,Paid Search,18-24,North,4067.2725,Low
CUST_01216,Social,25-34,East,2622.0234,Medium
CUST_01217,Email,35-44,East,4095.8523,Medium
CUST_01218,Paid Search,18-24,South,4240.4194,Low
CUST_01219,Paid Search,25-34,West,3852.8633,Medium
CUST_01220,Paid Search,18-24,North,4338.945,Low
CUST_01221,Paid Search,35-44,South,4102.298,Low
CUST_01222,Social,45-54,North,2593.33,Medium
CUST_01223,Social,35-44,North,2600.0398,Medium
CUST_01224,Social,25-34,East,2426.8428,Medium
CUST_01225,Paid Search,35-44,East,3586.1775,Medium
CUST_01226,Social,35-44,East,2723.0576,Medium
CUST_01227,Social,18-24,West,484.969,Low
CUST_01228,Paid Search,18-24,North,3477.424,Medium
CUST_01229,Referral,18-24,East,14128.811,High
CUST_01230,Email,55+,North,4856.4575,Medium
CUST_01231,Email,45-54,West,4569.001,Medium
CUST_01232,Paid Search,18-24,East,3618.7527,Low
CUST_01233,Email,25-34,West,4682.723,Medium
CUST_01234,Paid Search,35-44,East,3560.837,Low
CUST_01235,Paid Search,18-24,South,3520.7742,Low
CUST_01236,Paid Search,55+,East,3742.8699,Medium
CUST_01237,Organic,55+,West,4714.7773,Medium
CUST_01238,Paid Search,25-34,North,1283.8855,Low
CUST_01239,Email,18-24,West,4460.7974,Low
CUST_01240,Paid Search,25-34,East,3855.2654,Low
CUST_01241,Organic,35-44,North,5562.8086,High
CUST_01242,Referral,55+,West,17110.898,High
CUST_01243,Organic,25-34,North,3721.3645,Medium
CUST_01244,Paid Search,25-34,East,3902.7434,Medium
CUST_01245,Paid Search,25-34,North,1086.5303,Low
CUST_01246,Referral,18-24,North,15040.408,High
CUST_01247,Paid Search,18-24,East,3603.834,Low
CUST_01248,Social,35-44,East,2610.5645,Low
CUST_01249,Organic,45-54,East,5405.109,Medium
CUST_01250,Email,18-24,South,0.0,Low
CUST_01251,Organic,25-34,West,5520.0796,Low
CUST_01252,Referral,55+,North,12642.843,High
CUST_01253,Paid Search,55+,West,3466.558,Low
CUST_01254,Email,45-54,South,0.0,Low
CUST_01255,Paid Search,35-44,East,3344.7036,Medium
CUST_01256,Social,35-44,West,2690.8674,Low
CUST_01257,Paid Search,25-34,South,3726.606,Low
CUST_01258,Paid Search,25-34,South,4001.2275,Medium
CUST_01259,Referral,25-34,West,13477.965,High
CUST_01260,Paid Search,45-54,West,3543.1047,Medium
CUST_01261,Paid Search,45-54,North,2697.4067,Medium
CUST_01262,Social,45-54,East,2368.3604,Low
CUST_01263,Paid Search,45-54,South,3763.7793,Medium
CUST_01264,Email,18-24,East,4576.5645,Medium
CUST_01265,Paid Search,45-54,South,3982.0605,Medium
CUST_01266,Paid Search,55+,North,3776.314,Medium
CUST_01267,Paid Search,45-54,West,3729.4165,Low
CUST_01268,Social,35-44,East,2834.535,Low
CUST_01269,Organic,25-34,South,5100.0396,Medium
CUST_01270,Paid Search,45-54,North,3796.231,Medium
CUST_01271,Organic,35-44,North,4378.0503,Low
CUST_01272,Referral,25-34,South,17398.71,High
CUST_01273,Referral,35-44,East,10577.272,High
CUST_01274,Social,18-24,South,3038.356,Low
CUST_01275,Social,55+,East,2648.5408,Medium
CUST_01276,Social,45-54,South,2641.5393,Low
CUST_01277,Email,25-34,North,1150.933,Low
CUST_01278,Email,45-54,East,4695.7476,Medium
CUST_01279,Paid Search,18-24,North,3659.0269,Low
CUST_01280,Paid Search,25-34,North,3827.8677,Medium
CUST_01281,Social,45-54,North,2952.209,Low
CUST_01282,Paid Search,18-24,South,3784.2844,Medium
CUST_01283,Paid Search,45-54,East,168.25237,Low
CUST_01284,Paid Search,55+,West,4119.578,Low
CUST_01285,Paid Search,35-44,North,3897.591,Medium
CUST_01286,Referral,25-34,North,14970.326,High
CUST_01287,Referral,45-54,North,12642.985,High
CUST_01288,Email,25-34,South,4852.554,Medium
CUST_01289,Paid Search,45-54,North,3446.0908,Low
CUST_01290,Email,45-54,South,4610.6973,Medium
CUST_01291,Email,18-24,West,4726.875,Medium
CUST_01292,Social,18-24,South,2829.8452,Medium
CUST_01293,Referral,18-24,East,7706.774,Medium
CUST_01294,Email,18-24,East,4557.3867,Medium
CUST_01295,Email,25-34,North,4618.1045,Medium
CUST_01296,Organic,18-24,North,4764.3525,Medium
CUST_01297,Social,55+,South,696.36017,Low
CUST_01298,Email,55+,South,4581.4717,Medium
CUST_01299,Email,18-24,North,4563.885,Medium
CUST_01300,Paid Search,25-34,East,3548.5288,Low
CUST_01301,Organic,45-54,South,5489.2686,Medium
CUST_01302,Paid Search,45-54,South,3740.993,Medium
CUST_01303,Paid Search,35-44,East,3906.64,Low
CUST_01304,Organic,55+,West,5452.431,Low
CUST_01305,Social,45-54,West,2862.0195,Low
CUST_01306,Paid Search,45-54,West,4224.464,Low
CUST_01307,Paid Search,35-44,South,4424.0273,Low
CUST_01308,Paid Search,35-44,North,4018.8396,Medium
CUST_01309,Referral,25-34,North,13966.902,High
CUST_01310,Paid Search,35-44,South,3719.3616,Medium
CUST_01311,Organic,55+,South,4326.733,Medium
CUST_01312,Organic,25-34,North,4105.635,Medium
CUST_01313,Email,18-24,North,4909.9604,Medium
CUST_01314,Referral,35-44,North,13971.23,High
CUST_01315,Paid Search,45-54,East,274.17548,Low
CUST_01316,Paid Search,55+,South,3924.8257,Medium
CUST_01317,Social,35-44,North,2534.5557,Medium
CUST_01318,Paid Search,45-54,East,4029.2634,Low
CUST_01319,Paid Search,25-34,West,4050.755,Medium
CUST_01320,Paid Search,35-44,South,4053.2468,Low
CUST_01321,Paid Search,35-44,South,3719.3616,Medium
CUST_01322,Email,25-34,South,4735.092,Medium
CUST_01323,Social,45-54,South,2614.2756,Low
CUST_01324,Social,55+,South,2955.0571,Medium
CUST_01325,Referral,25-34,West,13361.412,High
CUST_01326,Social,18-24,West,2489.6313,Low
CUST_01327,Email,55+,South,5174.46,Medium
CUST_01328,Social,55+,West,2651.2869,Low
CUST_01329,Email,55+,West,4238.4185,Medium
CUST_01330,Paid Search,25-34,North,3820.998,Low
CUST_01331,Organic,45-54,South,4850.1714,Medium
CUST_01332,Paid Search,45-54,East,4261.305,Low
CUST_01333,Paid Search,45-54,South,3834.3574,Medium
CUST_01334,Paid Search,55+,South,3589.1516,Low
CUST_01335,Email,55+,South,4755.2207,Medium
CUST_01336,Email,35-44,East,4538.014,Medium
CUST_01337,Email,18-24,South,3963.8486,Medium
CUST_01338,Organic,18-24,East,4960.4414,Low
CUST_01339,Paid Search,55+,North,3549.3708,Low
CUST_01340,Email,55+,West,4979.8486,Medium
CUST_01341,Paid Search,18-24,North,3988.5234,Medium
CUST_01342,Social,25-34,North,2877.3406,Medium
CUST_01343,Paid Search,25-34,North,4040.5872,Low
CUST_01344,Paid Search,25-34,South,3846.424,Medium
CUST_01345,Email,45-54,East,4730.023,Medium
CUST_01346,Social,35-44,West,2600.873,Medium
CUST_01347,Social,35-44,South,2560.5405,Low
CUST_01348,Referral,35-44,North,0.0,Low
CUST_01349,Social,45-54,South,2398.0781,Low
CUST_01350,Email,45-54,North,5.113345,Low
CUST_01351,Paid Search,18-24,South,3592.9382,Medium
CUST_01352,Paid Search,18-24,East,3729.646,Medium
CUST_01353,Paid Search,25-34,North,3021.3372,Low
CUST_01354,Paid Search,35-44,West,661.2654,Low
CUST_01355,Email,55+,North,3408.809,Low
CUST_01356,Email,55+,East,4552.569,Medium
CUST_01357,Referral,45-54,West,14869.424,High
CUST_01358,Email,18-24,West,3877.477,Low
CUST_01359,Social,18-24,East,2839.692,Low
CUST_01360,Social,35-44,East,2132.2163,Low
CUST_01361,Paid Search,35-44,North,3558.1123,Medium
CUST_01362,Paid Search,45-54,North,3608.7686,Low
CUST_01363,Referral,18-24,South,13419.347,High
CUST_01364,Referral,55+,East,15902.387,High
CUST_01365,Paid Search,35-44,East,171.89252,Low
CUST_01366,Paid Search,35-44,West,3731.3203,Medium
CUST_01367,Social,18-24,South,382.37994,Low
CUST_01368,Referral,55+,West,9782.449,High
CUST_01369,Paid Search,35-44,South,3762.1118,Low
CUST_01370,Email,25-34,North,4499.191,Medium
CUST_01371,Organic,25-34,East,4970.732,Medium
CUST_01372,Paid Search,25-34,North,3926.6587,Medium
CUST_01373,Organic,18-24,South,4877.436,Medium
CUST_01374,Paid Search,55+,West,4106.733,Low
CUST_01375,Email,55+,West,4237.4673,Medium
CUST_01376,Email,55+,South,4663.048,Medium
CUST_01377,Paid Search,25-34,North,3977.6045,Low
CUST_01378,Organic,35-44,North,4601.386,Medium
CUST_01379,Email,35-44,North,0.0,Low
CUST_01380,Organic,35-44,West,318.0422,Low
CUST_01381,Paid Search,35-44,West,3731.3203,Medium
CUST_01382,Organic,35-44,East,4937.303,Medium
CUST_01383,Organic,45-54,East,4811.6934,Low
CUST_01384,Referral,18-24,South,16340.285,High
CUST_01385,Paid Search,18-24,North,3989.5098,Medium
CUST_01386,Social,55+,North,2058.7283,Medium
CUST_01387,Email,55+,East,4318.8633,Medium
CUST_01388,Organic,55+,North,4110.481,Medium
CUST_01389,Email,25-34,North,3555.5342,Low
CUST_01390,Paid Search,35-44,West,3661.81,Medium
CUST_01391,Paid Search,18-24,East,3910.5012,Low
CUST_01392,Social,25-34,South,477.8256,Low
CUST_01393,Organic,45-54,North,5125.13,Low
CUST_01394,Paid Search,25-34,North,410.78366,Low
CUST_01395,Social,35-44,South,276.9665,Low
CUST_01396,Organic,18-24,South,3962.7952,Medium
CUST_01397,Paid Search,35-44,East,3867.831,Medium
CUST_01398,Paid Search,45-54,North,374.13943,Low
CUST_01399,Social,35-44,North,3005.5027,Low
CUST_01400,Referral,35-44,North,13412.388,High
CUST_01401,Paid Search,55+,South,4359.19,Low
CUST_01402,Social,25-34,South,2877.6982,Low
CUST_01403,Email,25-34,North,4737.7886,Medium
CUST_01404,Organic,45-54,East,4749.399,Medium
CUST_01405,Organic,35-44,South,4194.987,Medium
CUST_01406,Social,55+,North,2550.2737,Low
CUST_01407,Email,18-24,East,4346.734,Medium
CUST_01408,Paid Search,18-24,South,159.23994,Low
CUST_01409,Email,25-34,South,4578.471,Medium
CUST_01410,Paid Search,35-44,South,3798.6243,Low
CUST_01411,Social,55+,North,2621.0554,Low
CUST_01412,Paid Search,35-44,South,3466.9873,Low
CUST_01413,Email,35-44,East,4509.0635,Medium
CUST_01414,Paid Search,18-24,North,4081.9165,Low
CUST_01415,Paid Search,35-44,East,3749.427,Medium
CUST_01416,Paid Search,35-44,North,4066.0752,Medium
CUST_01417,Referral,35-44,East,14247.134,High
CUST_01418,Social,45-54,North,2571.1848,Low
CUST_01419,Paid Search,35-44,North,2780.088,Low
CUST_01420,Organic,18-24,South,5206.1445,Low
CUST_01421,Organic,18-24,East,5269.8477,Low
CUST_01422,Paid Search,18-24,East,3761.5364,Medium
CUST_01423,Social,45-54,South,583.7698,Low
CUST_01424,Email,55+,North,2717.9812,Low
CUST_01425,Paid Search,55+,South,850.16754,Low
CUST_01426,Email,25-34,West,4401.999,Medium
CUST_01427,Paid Search,18-24,North,4103.908,Low
CUST_01428,Organic,45-54,East,4967.748,Medium
CUST_01429,Organic,18-24,South,5317.9277,Medium
CUST_01430,Social,45-54,North,2756.9783,Low
CUST_01431,Referral,25-34,East,13782.766,High
CUST_01432,Referral,55+,North,16036.04,High
CUST_01433,Organic,45-54,South,5382.7354,Low
CUST_01434,Paid Search,45-54,North,3705.7634,Low
CUST_01435,Paid Search,35-44,East,3508.2808,Medium
CUST_01436,Referral,55+,North,16279.548,High
CUST_01437,Paid Search,35-44,North,4205.7324,Medium
CUST_01438,Paid Search,45-54,East,3763.7417,Medium
CUST_01439,Paid Search,25-34,West,3504.948,Low
CUST_01440,Referral,35-44,North,0.0,Medium
CUST_01441,Paid Search,55+,South,3719.7705,Low
CUST_01442,Paid Search,25-34,West,3368.7534,Medium
CUST_01443,Paid Search,18-24,South,3796.9775,Medium
CUST_01444,Email,25-34,South,4715.605,Medium
CUST_01445,Organic,25-34,West,5287.809,Low
CUST_01446,Paid Search,35-44,East,3603.2886,Low
CUST_01447,Social,18-24,South,2830.3347,Medium
CUST_01448,Social,18-24,West,2780.3865,Medium
CUST_01449,Paid Search,25-34,East,3961.094,Low
CUST_01450,Social,35-44,East,2394.4836,Low
CUST_01451,Social,18-24,South,477.8256,Low
CUST_01452,Referral,25-34,West,13902.527,High
CUST_01453,Paid Search,25-34,West,3366.2124,Low
CUST_01454,Paid Search,18-24,West,104.19592,Low
CUST_01455,Organic,25-34,East,5221.5776,Low
CUST_01456,Social,25-34,South,2560.7424,Low
CUST_01457,Organic,18-24,North,4676.849,Medium
CUST_01458,Organic,45-54,North,4929.428,Medium
CUST_01459,Paid Search,18-24,West,3944.522,Low
CUST_01460,Social,35-44,South,2644.891,Medium
CUST_01461,Email,45-54,North,4713.658,Medium
CUST_01462,Social,55+,North,2594.4358,Low
CUST_01463,Paid Search,35-44,North,3701.4497,Medium
CUST_01464,Paid Search,35-44,East,3985.4487,Medium
CUST_01465,Social,45-54,East,2694.036,Low
CUST_01466,Social,55+,South,2436.8574,Medium
CUST_01467,Referral,25-34,East,763.2059,Low
CUST_01468,Paid Search,45-54,South,3834.3574,Medium
CUST_01469,Paid Search,35-44,West,4015.97,Low
CUST_01470,Organic,18-24,West,5348.736,Low
CUST_01471,Email,45-54,North,4742.9824,Medium
CUST_01472,Email,55+,South,4701.4985,Medium
CUST_01473,Referral,18-24,West,14257.493,High
CUST_01474,Email,18-24,East,3790.5227,Medium
CUST_01475,Referral,55+,West,16248.124,High
CUST_01476,Email,35-44,South,1001.9841,Low
CUST_01477,Social,25-34,North,2526.9067,Medium
CUST_01478,Organic,45-54,West,5835.7,Low
CUST_01479,Organic,25-34,West,5227.1685,Medium
CUST_01480,Referral,25-34,East,15129.155,High
CUST_01481,Email,25-34,South,4593.4277,Medium
CUST_01482,Social,35-44,North,2372.448,Low
CUST_01483,Social,18-24,East,2566.2502,Low
CUST_01484,Referral,25-34,East,12335.982,High
CUST_01485,Social,25-34,East,2884.0596,Low
CUST_01486,Social,18-24,North,2662.6973,Medium
CUST_01487,Social,45-54,East,2842.664,Low
CUST_01488,Social,18-24,East,2527.6797,Medium
CUST_01489,Paid Search,55+,West,3989.8271,Low
CUST_01490,Email,18-24,East,4656.4995,Medium
CUST_01491,Referral,25-34,East,17201.674,High
CUST_01492,Paid Search,18-24,South,3743.1472,Low
CUST_01493,Organic,25-34,East,5466.5933,Medium
CUST_01494,Referral,45-54,East,0.0,Low
CUST_01495,Paid Search,18-24,West,3724.8372,Low
CUST_01496,Social,35-44,West,2485.192,Low
CUST_01497,Social,45-54,North,2506.5193,Medium
CUST_01498,Social,35-44,West,2592.467,Medium
CUST_01499,Email,18-24,West,4447.183,Medium
CUST_01500,Organic,45-54,East,4710.3926,Medium
CUST_01501,Email,18-24,East,4620.662,Medium
CUST_01502,Referral,18-24,East,15774.649,High
CUST_01503,Paid Search,35-44,South,3270.1223,Low
CUST_01504,Referral,25-34,South,15848.47,High
CUST_01505,Social,18-24,West,373.2724,Low
CUST_01506,Referral,45-54,West,13356.667,High
CUST_01507,Email,35-44,North,3366.0686,Low
CUST_01508,Social,55+,West,2446.5906,Low
CUST_01509,Social,35-44,South,2202.1792,Low
CUST_01510,Paid Search,35-44,North,3608.6982,Low
CUST_01511,Organic,55+,West,5141.4287,Medium
CUST_01512,Social,18-24,North,2537.7795,Medium
CUST_01513,Organic,25-34,North,1817.2932,Low
CUST_01514,Organic,45-54,South,5005.9927,Medium
CUST_01515,Organic,25-34,South,5655.4893,Medium
CUST_01516,Social,55+,North,2484.1738,Medium
CUST_01517,Referral,25-34,North,13750.504,High
CUST_01518,Paid Search,35-44,South,3557.2544,Low
CUST_01519,Email,55+,North,4594.6675,Medium
CUST_01520,Social,25-34,North,2542.6084,Low
CUST_01521,Email,55+,West,4249.854,Medium
CUST_01522,Organic,18-24,East,4901.928,Medium
CUST_01523,Paid Search,25-34,North,3501.2427,Low
CUST_01524,Email,35-44,North,4481.7974,Medium
CUST_01525,Email,35-44,West,753.481,Low
CUST_01526,Email,55+,South,4750.3115,Medium
CUST_01527,Paid Search,55+,North,3610.4038,Low
CUST_01528,Paid Search,45-54,East,3883.6821,Low
CUST_01529,Social,45-54,West,2567.4092,Medium
CUST_01530,Email,25-34,South,4821.157,Medium
CUST_01531,Paid Search,55+,East,3769.9988,Low
CUST_01532,Paid Search,45-54,South,3852.397,Low
CUST_01533,Email,18-24,North,4760.551,Medium
CUST_01534,Paid Search,55+,West,3854.0442,Medium
CUST_01535,Social,25-34,West,2547.0874,Low
CUST_01536,Social,35-44,West,2632.736,Medium
CUST_01537,Paid Search,35-44,North,4083.2542,Low
CUST_01538,Referral,55+,East,13880.945,High
CUST_01539,Paid Search,25-34,East,3872.333,Medium
