customer_id,acquisition_channel,age_band,region,predicted_clv
CUST_00616,Email,55+,East,4567.95
CUST_00617,Paid Search,18-24,East,3714.2166
CUST_00618,Organic,25-34,South,5274.8447
CUST_00619,Social,18-24,North,2871.0813
CUST_00620,Organic,45-54,West,5343.1494
CUST_00621,Organic,55+,West,6572.897
CUST_00622,Organic,18-24,West,356.20322
CUST_00623,Paid Search,25-34,South,4292.373
CUST_00624,Organic,55+,South,4435.482
CUST_00625,Referral,18-24,South,17389.748
CUST_00626,Email,55+,North,4556.217
CUST_00627,Referral,55+,North,12290.117
CUST_00628,Paid Search,18-24,South,3957.4995
CUST_00629,Paid Search,18-24,West,271.03085
CUST_00630,Paid Search,45-54,North,493.9726
CUST_00631,Paid Search,18-24,East,4915.987
CUST_00632,Email,35-44,East,1471.6042
CUST_00633,Organic,18-24,South,4857.4604
CUST_00634,Referral,35-44,West,10787.709
CUST_00635,Email,25-34,North,3342.754
CUST_00636,Email,45-54,West,4632.7456
CUST_00637,Email,55+,East,3281.8157
CUST_00638,Paid Search,35-44,South,2843.918
CUST_00639,Social,45-54,West,2326.3105
CUST_00640,Paid Search,45-54,South,3937.519
CUST_00641,Social,55+,West,338.07993
CUST_00642,Social,25-34,North,3069.7832
CUST_00643,Referral,25-34,North,15564.59
CUST_00644,Organic,25-34,East,5012.6934
CUST_00645,Paid Search,45-54,West,3952.3457
CUST_00646,Organic,55+,North,4816.0195
CUST_00647,Social,25-34,West,2588.5562
CUST_00648,Social,18-24,West,2653.1885
CUST_00649,Social,45-54,South,2485.5212
CUST_00650,Social,35-44,West,498.51843
CUST_00651,Organic,25-34,West,5179.2705
CUST_00652,Email,18-24,North,4544.707
CUST_00653,Social,55+,West,2543.3445
CUST_00654,Social,55+,East,2540.6082
CUST_00655,Email,45-54,North,4418.2593
CUST_00656,Organic,35-44,East,3672.1106
CUST_00657,Email,25-34,East,4415.6133
CUST_00658,Referral,35-44,West,12205.51
CUST_00659,Paid Search,18-24,West,3570.3872
CUST_00660,Paid Search,25-34,South,3579.9504
CUST_00661,Social,35-44,South,2558.8835
CUST_00662,Email,35-44,North,4651.9233
CUST_00663,Email,18-24,North,4493.3066
CUST_00664,Paid Search,55+,East,3951.7898
CUST_00665,Email,25-34,West,4837.134
CUST_00666,Social,35-44,North,2678.9421
CUST_00667,Organic,35-44,East,4940.271
CUST_00668,Paid Search,35-44,East,288.12903
CUST_00669,Referral,55+,North,1193.9028
CUST_00670,Email,45-54,North,511.78076
CUST_00671,Referral,55+,South,0.0
CUST_00672,Email,25-34,East,4711.445
CUST_00673,Email,25-34,South,0.0
CUST_00674,Email,35-44,West,4546.348
CUST_00675,Referral,35-44,South,0.0
CUST_00676,Email,25-34,North,4622.9756
CUST_00677,Email,35-44,North,4402.359
CUST_00678,Social,18-24,South,2925.2476
CUST_00679,Social,35-44,South,2249.8464
CUST_00680,Paid Search,45-54,East,4187.5776
CUST_00681,Social,35-44,South,2635.0708
CUST_00682,Organic,55+,North,4586.313
CUST_00683,Paid Search,55+,North,3566.4563
CUST_00684,Referral,55+,East,15675.386
CUST_00685,Paid Search,18-24,South,4113.109
CUST_00686,Social,55+,East,2488.1045
CUST_00687,Paid Search,25-34,West,3639.9575
CUST_00688,Social,35-44,South,2530.5486
CUST_00689,Paid Search,35-44,East,3473.9092
CUST_00690,Email,25-34,West,4655.165
CUST_00691,Organic,55+,North,4877.373
CUST_00692,Email,45-54,East,4630.1562
CUST_00693,Organic,55+,South,338.6342
CUST_00694,Organic,55+,East,5160.214
CUST_00695,Organic,35-44,East,4869.247
CUST_00696,Paid Search,45-54,North,3729.4014
CUST_00697,Social,35-44,North,2432.4802
CUST_00698,Paid Search,35-44,North,3897.591
CUST_00699,Email,45-54,North,4491.485
CUST_00700,Organic,45-54,North,4923.651
CUST_00701,Social,55+,East,2627.9998
CUST_00702,Email,45-54,West,4704.4673
CUST_00703,Email,45-54,South,4446.3765
CUST_00704,Social,55+,West,2749.838
CUST_00705,Social,18-24,East,2662.5188
CUST_00706,Email,45-54,West,2132.9238
CUST_00707,Organic,25-34,East,3809.1636
CUST_00708,Paid Search,35-44,North,3897.591
CUST_00709,Paid Search,45-54,East,3969.636
CUST_00710,Referral,25-34,East,13021.016
CUST_00711,Organic,55+,East,3959.3113
CUST_00712,Paid Search,35-44,West,3937.221
CUST_00713,Paid Search,25-34,North,3856.6438
CUST_00714,Paid Search,25-34,East,475.66217
CUST_00715,Organic,35-44,West,4494.412
CUST_00716,Paid Search,55+,North,3921.416
CUST_00717,Email,18-24,South,4599.6484
CUST_00718,Organic,35-44,West,4145.6226
CUST_00719,Paid Search,55+,North,3324.0986
CUST_00720,Referral,35-44,North,15145.222
CUST_00721,Email,35-44,West,4651.9233
CUST_00722,Social,25-34,North,2502.401
CUST_00723,Email,18-24,East,4576.5645
CUST_00724,Email,45-54,West,4598.892
CUST_00725,Paid Search,55+,South,3838.818
CUST_00726,Social,35-44,South,2683.9624
CUST_00727,Social,35-44,South,2965.1458
CUST_00728,Paid Search,18-24,South,3886.9788
CUST_00729,Email,55+,South,4507.895
CUST_00730,Organic,55+,East,4513.1567
CUST_00731,Paid Search,55+,West,544.23193
CUST_00732,Paid Search,25-34,West,3551.7805
CUST_00733,Referral,45-54,West,13814.2705
CUST_00734,Paid Search,35-44,North,4019.5154
CUST_00735,Paid Search,25-34,South,3650.2942
CUST_00736,Email,25-34,West,4575.478
CUST_00737,Paid Search,25-34,East,4168.2764
CUST_00738,Email,35-44,South,4566.28
CUST_00739,Social,18-24,South,501.9044
CUST_00740,Referral,45-54,North,9714.143
CUST_00741,Paid Search,35-44,South,3793.4448
CUST_00742,Social,55+,South,2691.973
CUST_00743,Paid Search,25-34,South,3796.5977
CUST_00744,Social,18-24,East,2576.0312
CUST_00745,Email,25-34,South,4570.052
CUST_00746,Social,55+,North,2521.2864
CUST_00747,Paid Search,25-34,West,4168.2764
CUST_00748,Paid Search,45-54,South,4471.102
CUST_00749,Email,55+,South,4669.178
CUST_00750,Paid Search,25-34,East,356.7423
CUST_00751,Paid Search,45-54,East,3982.0315
CUST_00752,Social,25-34,East,2417.5125
CUST_00753,Social,25-34,North,2512.3928
CUST_00754,Paid Search,25-34,East,4191.486
CUST_00755,Organic,45-54,North,463.97687
CUST_00756,Social,55+,West,2653.7021
CUST_00757,Organic,25-34,South,5434.7446
CUST_00758,Social,25-34,South,2747.222
CUST_00759,Social,55+,South,405.7688
CUST_00760,Email,35-44,South,4610.3774
CUST_00761,Social,35-44,East,2627.6987
CUST_00762,Organic,45-54,South,5257.355
CUST_00763,Paid Search,18-24,North,3969.0137
CUST_00764,Paid Search,55+,East,3500.642
CUST_00765,Paid Search,25-34,South,4289.645
CUST_00766,Organic,45-54,North,470.27585
CUST_00767,Email,35-44,West,3704.6292
CUST_00768,Social,45-54,South,3105.5647
CUST_00769,Social,45-54,East,2551.562
CUST_00770,Organic,18-24,North,4577.1772
CUST_00771,Paid Search,18-24,South,3951.4612
CUST_00772,Social,55+,South,2628.6877
CUST_00773,Organic,35-44,North,4838.889
CUST_00774,Paid Search,25-34,West,3620.3994
CUST_00775,Social,18-24,South,2597.668
CUST_00776,Email,18-24,East,4733.0054
CUST_00777,Referral,55+,East,15848.054
CUST_00778,Email,55+,South,4581.4717
CUST_00779,Paid Search,25-34,East,3433.6428
CUST_00780,Paid Search,25-34,East,3656.574
CUST_00781,Paid Search,35-44,North,4275.4375
CUST_00782,Paid Search,18-24,East,3796.3684
CUST_00783,Referral,35-44,North,7226.823
CUST_00784,Email,45-54,South,4408.774
CUST_00785,Paid Search,55+,South,3486.9836
CUST_00786,Social,25-34,South,2521.5535
CUST_00787,Social,18-24,North,2806.608
CUST_00788,Email,18-24,East,4656.4995
CUST_00789,Organic,25-34,South,5184.7554
CUST_00790,Email,45-54,North,4591.8364
CUST_00791,Social,18-24,North,634.56824
CUST_00792,Paid Search,45-54,East,205.54855
CUST_00793,Social,35-44,East,2744.5583
CUST_00794,Organic,45-54,East,4515.5396
CUST_00795,Social,35-44,East,2522.8694
CUST_00796,Referral,18-24,West,13830.804
CUST_00797,Referral,18-24,West,0.0
CUST_00798,Email,35-44,West,4530.716
CUST_00799,Social,35-44,West,2754.2073
CUST_00800,Social,55+,West,2494.7705
CUST_00801,Organic,55+,South,4911.292
CUST_00802,Email,18-24,East,4334.1484
CUST_00803,Paid Search,25-34,East,4172.4565
CUST_00804,Referral,25-34,North,12157.651
CUST_00805,Paid Search,18-24,East,3714.2166
CUST_00806,Paid Search,18-24,East,3780.7144
CUST_00807,Paid Search,18-24,East,3749.1558
CUST_00808,Social,35-44,West,474.43518
CUST_00809,Paid Search,18-24,East,4026.0532
CUST_00810,Paid Search,18-24,West,3919.1323
CUST_00811,Paid Search,18-24,West,3531.7053
CUST_00812,Organic,45-54,West,5495.342
CUST_00813,Social,45-54,South,954.83167
CUST_00814,Paid Search,55+,North,2788.1204
CUST_00815,Paid Search,18-24,South,3999.5674
CUST_00816,Referral,25-34,East,15092.452
CUST_00817,Paid Search,35-44,West,1351.8549
CUST_00818,Referral,45-54,West,13906.5205
CUST_00819,Email,18-24,East,4564.4746
CUST_00820,Organic,25-34,East,5085.0454
CUST_00821,Paid Search,35-44,West,3386.2954
CUST_00822,Social,18-24,East,2631.089
CUST_00823,Paid Search,25-34,North,4057.1924
CUST_00824,Organic,45-54,East,4753.704
CUST_00825,Organic,35-44,South,17.977964
CUST_00826,Social,35-44,East,2404.041
CUST_00827,Email,35-44,East,4651.8823
CUST_00828,Paid Search,55+,South,3922.571
CUST_00829,Social,35-44,South,2760.9446
CUST_00830,Social,35-44,North,2362.848
CUST_00831,Paid Search,55+,South,3905.2515
CUST_00832,Email,18-24,West,4557.3867
CUST_00833,Email,18-24,East,4544.965
CUST_00834,Social,35-44,West,2485.192
CUST_00835,Social,25-34,West,2363.9717
CUST_00836,Referral,25-34,West,13397.176
CUST_00837,Referral,18-24,North,12458.81
CUST_00838,Paid Search,55+,South,4090.2585
CUST_00839,Email,45-54,North,14.627475
CUST_00840,Paid Search,45-54,North,446.44577
CUST_00841,Social,18-24,North,2632.107
CUST_00842,Email,25-34,South,4593.4277
CUST_00843,Email,45-54,North,4629.0674
CUST_00844,Paid Search,35-44,West,3406.0586
CUST_00845,Paid Search,45-54,East,4089.1458
CUST_00846,Referral,45-54,East,12724.833
CUST_00847,Paid Search,35-44,East,3452.9458
CUST_00848,Paid Search,45-54,West,3803.3337
CUST_00849,Social,25-34,North,2450.227
CUST_00850,Email,18-24,South,5115.1724
CUST_00851,Email,55+,South,4613.3623
CUST_00852,Email,18-24,East,4727.026
CUST_00853,Social,25-34,East,2785.6008
CUST_00854,Paid Search,18-24,West,3625.8386
CUST_00855,Social,25-34,East,2491.2842
CUST_00856,Organic,25-34,North,5020.5405
CUST_00857,Social,18-24,East,471.73822
CUST_00858,Email,35-44,West,4726.4536
CUST_00859,Social,55+,East,2565.3062
CUST_00860,Email,18-24,East,4525.496
CUST_00861,Email,55+,North,3993.4688
CUST_00862,Email,35-44,North,4436.8247
CUST_00863,Paid Search,35-44,North,4032.498
CUST_00864,Paid Search,35-44,North,3633.7942
CUST_00865,Email,25-34,South,4163.126
CUST_00866,Paid Search,18-24,West,4046.4614
CUST_00867,Email,35-44,South,4317.2715
CUST_00868,Referral,55+,East,19258.7
CUST_00869,Organic,35-44,West,5532.7886
CUST_00870,Paid Search,35-44,West,3770.008
CUST_00871,Referral,45-54,East,12465.787
CUST_00872,Email,25-34,West,4565.234
CUST_00873,Paid Search,18-24,South,3639.1367
CUST_00874,Paid Search,35-44,South,3201.7932
CUST_00875,Paid Search,55+,South,3573.5469
CUST_00876,Paid Search,25-34,West,3974.4722
CUST_00877,Paid Search,55+,South,3207.6934
CUST_00878,Email,55+,West,4412.8647
CUST_00879,Email,25-34,North,4068.091
CUST_00880,Paid Search,35-44,North,1420.3927
CUST_00881,Paid Search,45-54,East,0.0
CUST_00882,Paid Search,35-44,West,3750.83
CUST_00883,Email,45-54,East,4695.7476
CUST_00884,Paid Search,55+,South,3619.371
CUST_00885,Email,45-54,North,4602.0806
CUST_00886,Paid Search,55+,South,4005.707
CUST_00887,Paid Search,55+,South,3563.259
CUST_00888,Organic,55+,South,2758.142
CUST_00889,Paid Search,55+,West,3937.9382
CUST_00890,Paid Search,25-34,West,3735.8623
CUST_00891,Paid Search,18-24,West,3960.1895
CUST_00892,Organic,18-24,North,331.86246
CUST_00893,Referral,25-34,North,13122.455
CUST_00894,Referral,45-54,South,16258.414
CUST_00895,Organic,35-44,East,3757.9485
CUST_00896,Paid Search,35-44,East,3906.1729
CUST_00897,Organic,18-24,South,5214.7114
CUST_00898,Paid Search,45-54,North,3630.0918
CUST_00899,Referral,25-34,South,14804.501
CUST_00900,Email,45-54,West,4567.3335
CUST_00901,Email,18-24,West,4662.63
CUST_00902,Organic,25-34,West,3484.7134
CUST_00903,Paid Search,18-24,East,3917.557
CUST_00904,Organic,25-34,North,4930.0347
CUST_00905,Email,55+,West,4717.106
CUST_00906,Referral,35-44,North,12370.07
CUST_00907,Organic,35-44,South,4915.111
CUST_00908,Paid Search,25-34,West,36.2123
CUST_00909,Organic,25-34,East,5390.2896
CUST_00910,Referral,45-54,North,13016.519
CUST_00911,Social,55+,East,309.18182
CUST_00912,Paid Search,45-54,North,4040.3875
CUST_00913,Email,45-54,South,4761.1587
CUST_00914,Social,35-44,West,2821.9438
CUST_00915,Email,18-24,South,4709.4746
CUST_00916,Paid Search,45-54,West,4105.871
CUST_00917,Paid Search,55+,East,3546.569
CUST_00918,Organic,35-44,East,4935.2646
CUST_00919,Paid Search,18-24,East,3583.387
CUST_00920,Social,45-54,East,2950.8306
CUST_00921,Organic,55+,North,4815.2065
CUST_00922,Paid Search,25-34,West,3735.5305
CUST_00923,Paid Search,18-24,South,1538.7858
CUST_00924,Social,45-54,East,2690.3755
CUST_00925,Paid Search,25-34,East,4021.3474
CUST_00926,Referral,45-54,East,5188.509
CUST_00927,Social,45-54,South,2621.526
CUST_00928,Referral,25-34,West,13463.769
CUST_00929,Email,18-24,North,4514.484
CUST_00930,Social,35-44,East,2651.3894
CUST_00931,Referral,35-44,East,14523.139
CUST_00932,Paid Search,55+,East,403.22565
CUST_00933,Referral,25-34,North,13960.755
CUST_00934,Organic,25-34,South,5338.704
CUST_00935,Social,55+,North,2495.2542
CUST_00936,Email,45-54,East,4046.8823
CUST_00937,Paid Search,45-54,East,3935.6323
CUST_00938,Paid Search,55+,East,3698.5557
CUST_00939,Paid Search,45-54,West,4178.4106
CUST_00940,Paid Search,55+,South,3634.5718
CUST_00941,Organic,45-54,South,2848.1648
CUST_00942,Paid Search,35-44,South,3957.1526
CUST_00943,Social,18-24,North,705.1287
CUST_00944,Paid Search,45-54,West,4093.394
CUST_00945,Paid Search,45-54,West,3973.1985
CUST_00946,Email,55+,South,3386.1726
CUST_00947,Paid Search,45-54,West,3892.4016
CUST_00948,Social,35-44,North,2286.4404
CUST_00949,Organic,35-44,North,4467.7036
CUST_00950,Organic,18-24,South,4996.8965
CUST_00951,Paid Search,18-24,South,4095.3198
CUST_00952,Social,18-24,North,2506.4924
CUST_00953,Paid Search,55+,East,3663.2659
CUST_00954,Organic,45-54,West,4990.6987
CUST_00955,Email,25-34,South,4860.833
CUST_00956,Paid Search,35-44,South,3655.7866
CUST_00957,Paid Search,35-44,North,4095.4988
CUST_00958,Paid Search,25-34,South,3800.6409
CUST_00959,Paid Search,35-44,West,8.628015
CUST_00960,Organic,25-34,West,2700.959
CUST_00961,Social,45-54,North,2550.5493
CUST_00962,Organic,45-54,North,3338.9448
CUST_00963,Paid Search,18-24,West,3714.2166
CUST_00964,Referral,35-44,North,13123.118
CUST_00965,Paid Search,55+,East,3780.3044
CUST_00966,Email,55+,West,4412.8647
CUST_00967,Paid Search,45-54,West,126.52351
CUST_00968,Paid Search,45-54,East,3443.6738
CUST_00969,Referral,18-24,South,9919.435
CUST_00970,Paid Search,55+,West,3937.9382
CUST_00971,Email,45-54,East,4624.026
CUST_00972,Social,55+,West,2203.0166
CUST_00973,Paid Search,55+,East,3903.7246
CUST_00974,Organic,25-34,West,5159.7607
CUST_00975,Email,18-24,West,4479.0737
CUST_00976,Social,45-54,North,2484.9783
CUST_00977,Social,35-44,South,2471.3123
CUST_00978,Social,18-24,West,2346.4346
CUST_00979,Social,25-34,North,2423.1646
CUST_00980,Organic,55+,East,4646.2964
CUST_00981,Referral,25-34,South,15673.408
CUST_00982,Paid Search,25-34,North,3613.843
CUST_00983,Paid Search,45-54,East,3292.4773
CUST_00984,Referral,45-54,West,11144.853
CUST_00985,Paid Search,25-34,West,4168.2764
CUST_00986,Paid Search,55+,South,4090.2585
CUST_00987,Paid Search,35-44,North,3470.4746
CUST_00988,Email,18-24,West,4021.5
CUST_00989,Paid Search,25-34,West,3852.8633
CUST_00990,Referral,55+,East,16567.664
CUST_00991,Social,18-24,East,2415.5938
CUST_00992,Social,18-24,East,2515.408
CUST_00993,Paid Search,45-54,North,393.33008
CUST_00994,Email,35-44,North,4679.925
CUST_00995,Referral,25-34,North,13096.7705
CUST_00996,Email,35-44,West,4035.5242
CUST_00997,Social,18-24,North,634.56824
CUST_00998,Paid Search,25-34,East,3798.1865
CUST_00999,Organic,25-34,South,5049.328
CUST_01000,Paid Search,35-44,North,3370.7651
CUST_01001,Social,45-54,West,2697.5146
CUST_01002,Referral,55+,North,15632.124
CUST_01003,Paid Search,18-24,West,3694.7068
CUST_01004,Social,25-34,West,2460.172
CUST_01005,Paid Search,25-34,West,3873.5881
CUST_01006,Social,35-44,North,2744.5583
CUST_01007,Referral,35-44,West,4187.475
CUST_01008,Paid Search,55+,East,4124.105
CUST_01009,Paid Search,55+,South,3750.1707
CUST_01010,Social,45-54,East,2654.3887
CUST_01011,Paid Search,18-24,South,2897.009
CUST_01012,Organic,18-24,South,2390.9248
CUST_01013,Social,55+,South,2875.3342
CUST_01014,Social,55+,East,1657.3705
CUST_01015,Paid Search,25-34,East,3551.8352
CUST_01016,Social,18-24,North,2557.5767
CUST_01017,Organic,45-54,North,2511.1477
CUST_01018,Paid Search,35-44,West,3664.4907
CUST_01019,Paid Search,55+,East,3720.888
CUST_01020,Paid Search,35-44,West,3910.9185
CUST_01021,Email,45-54,South,5045.4233
CUST_01022,Social,45-54,South,2641.5393
CUST_01023,Email,18-24,South,3368.3867
CUST_01024,Referral,18-24,East,13848.804
CUST_01025,Paid Search,45-54,West,3736.5442
CUST_01026,Paid Search,18-24,East,3967.437
CUST_01027,Paid Search,25-34,South,3349.1924
CUST_01028,Organic,45-54,West,4886.45
CUST_01029,Referral,25-34,East,17014.836
CUST_01030,Email,18-24,South,4873.9854
CUST_01031,Social,18-24,North,2647.0881
CUST_01032,Paid Search,35-44,East,3664.4907
CUST_01033,Paid Search,45-54,East,3983.4631
CUST_01034,Paid Search,45-54,West,4148.412
CUST_01035,Organic,55+,North,4600.238
CUST_01036,Social,45-54,North,2616.4858
CUST_01037,Referral,45-54,West,15674.388
CUST_01038,Paid Search,25-34,East,3872.373
CUST_01039,Paid Search,25-34,North,3613.843
CUST_01040,Referral,25-34,North,10370.326
CUST_01041,Email,18-24,South,4660.928
CUST_01042,Organic,55+,East,4708.01
CUST_01043,Social,25-34,North,2399.4644
CUST_01044,Email,35-44,South,4601.254
CUST_01045,Social,25-34,East,2546.6704
CUST_01046,Organic,18-24,West,5263.216
CUST_01047,Email,55+,South,3379.2957
CUST_01048,Referral,25-34,South,169.84846
CUST_01049,Organic,18-24,South,2090.7207
CUST_01050,Paid Search,25-34,North,3943.3396
CUST_01051,Organic,18-24,North,1502.1254
CUST_01052,Paid Search,55+,West,3768.3262
CUST_01053,Referral,18-24,North,14553.845
CUST_01054,Social,25-34,West,2617.6326
CUST_01055,Referral,25-34,North,16996.639
CUST_01056,Email,18-24,East,4751.75
CUST_01057,Referral,18-24,West,13580.9375
CUST_01058,Paid Search,35-44,East,3720.2249
CUST_01059,Paid Search,25-34,East,4163.954
CUST_01060,Paid Search,18-24,South,4514.2305
CUST_01061,Referral,25-34,East,11407.053
CUST_01062,Email,25-34,East,4617.446
CUST_01063,Paid Search,35-44,South,3740.5383
CUST_01064,Organic,55+,North,4537.0327
CUST_01065,Email,25-34,West,2093.3945
CUST_01066,Email,45-54,North,4460.492
CUST_01067,Email,45-54,West,4467.0615
CUST_01068,Paid Search,18-24,West,3729.646
CUST_01069,Social,35-44,North,1876.0382
CUST_01070,Email,35-44,East,4609.9556
CUST_01071,Paid Search,35-44,East,3711.312
CUST_01072,Organic,18-24,North,5571.975
CUST_01073,Social,35-44,West,2469.1243
CUST_01074,Social,18-24,North,1751.8008
CUST_01075,Organic,55+,North,4628.3545
CUST_01076,Organic,35-44,West,1099.3871
CUST_01077,Paid Search,18-24,East,3425.381
CUST_01078,Referral,35-44,North,7614.6167
CUST_01079,Referral,55+,North,13488.662
CUST_01080,Paid Search,45-54,South,4173.0986
CUST_01081,Paid Search,25-34,North,3682.9915
CUST_01082,Paid Search,55+,North,3821.3672
CUST_01083,Social,18-24,East,2630.2559
CUST_01084,Social,25-34,North,2575.8154
CUST_01085,Social,18-24,South,330.05774
CUST_01086,Paid Search,55+,South,3769.09
CUST_01087,Paid Search,45-54,West,3915.5781
CUST_01088,Email,35-44,West,471.73785
CUST_01089,Email,45-54,West,4642.9897
CUST_01090,Organic,25-34,South,1936.727
CUST_01091,Organic,18-24,East,5308.226
CUST_01092,Organic,55+,East,4830.3774
CUST_01093,Organic,55+,West,4728.561
CUST_01094,Organic,18-24,East,4242.893
CUST_01095,Email,18-24,West,4682.1396
CUST_01096,Paid Search,35-44,East,3699.43
CUST_01097,Paid Search,18-24,West,3095.688
CUST_01098,Email,45-54,East,4676.238
CUST_01099,Paid Search,55+,East,3648.0305
CUST_01100,Paid Search,25-34,East,3593.7527
CUST_01101,Organic,25-34,South,4903.658
CUST_01102,Paid Search,55+,East,0.0
CUST_01103,Organic,25-34,South,5019.9087
CUST_01104,Social,25-34,East,2546.7393
CUST_01105,Referral,18-24,South,17192.672
CUST_01106,Social,55+,West,2546.8975
CUST_01107,Paid Search,55+,East,3762.0479
CUST_01108,Referral,18-24,East,14076.627
CUST_01109,Paid Search,55+,North,499.78476
CUST_01110,Organic,18-24,West,5093.959
CUST_01111,Paid Search,18-24,West,1406.9131
CUST_01112,Paid Search,25-34,North,3682.7622
CUST_01113,Social,35-44,South,2805.115
CUST_01114,Social,55+,East,2712.824
CUST_01115,Email,45-54,West,4598.892
CUST_01116,Referral,18-24,East,13848.804
CUST_01117,Paid Search,35-44,South,2950.5737
CUST_01118,Social,55+,South,2570.25
CUST_01119,Paid Search,45-54,West,3649.6567
CUST_01120,Paid Search,25-34,West,3567.0708
CUST_01121,Paid Search,18-24,West,3464.7595
CUST_01122,Paid Search,35-44,South,1222.3254
CUST_01123,Paid Search,35-44,South,3733.3381
CUST_01124,Email,25-34,North,4518.7007
CUST_01125,Paid Search,18-24,West,3635.9253
CUST_01126,Paid Search,18-24,West,3633.5046
CUST_01127,Email,35-44,North,4800.2817
CUST_01128,Paid Search,55+,North,4122.915
CUST_01129,Social,35-44,East,2485.0718
CUST_01130,Organic,35-44,South,4860.4307
CUST_01131,Email,55+,South,4627.2104
CUST_01132,Organic,45-54,South,5005.9927
CUST_01133,Paid Search,45-54,East,3583.9954
CUST_01134,Paid Search,35-44,West,3937.181
CUST_01135,Social,45-54,West,2767.4976
CUST_01136,Social,35-44,South,2202.1792
CUST_01137,Social,45-54,West,2720.6646
CUST_01138,Paid Search,45-54,East,3994.0364
CUST_01139,Social,45-54,North,2253.5776
CUST_01140,Email,55+,West,4526.78
CUST_01141,Paid Search,25-34,South,3883.511
CUST_01142,Paid Search,45-54,East,3850.9
CUST_01143,Organic,18-24,East,1964.7914
CUST_01144,Paid Search,35-44,West,3381.1802
CUST_01145,Social,55+,West,2782.0908
CUST_01146,Referral,45-54,West,13253.265
CUST_01147,Social,25-34,East,2511.0144
CUST_01148,Social,45-54,South,2679.2568
CUST_01149,Organic,25-34,South,4963.704
CUST_01150,Paid Search,35-44,West,3887.3408
CUST_01151,Paid Search,25-34,North,3878.988
CUST_01152,Referral,45-54,East,16523.574
CUST_01153,Email,18-24,East,4546.6733
CUST_01154,Paid Search,35-44,North,3564.618
CUST_01155,Paid Search,55+,East,3575.13
CUST_01156,Paid Search,45-54,South,4452.725
CUST_01157,Paid Search,35-44,South,3733.3381
CUST_01158,Paid Search,55+,East,3732.507
CUST_01159,Organic,18-24,North,5298.908
CUST_01160,Paid Search,55+,North,3719.7585
CUST_01161,Organic,25-34,South,5152.7485
CUST_01162,Organic,55+,East,4879.9165
CUST_01163,Paid Search,55+,North,3722.1555
CUST_01164,Social,45-54,South,426.03494
CUST_01165,Referral,45-54,South,0.0
CUST_01166,Social,45-54,East,2092.4465
CUST_01167,Paid Search,25-34,South,3634.188
CUST_01168,Paid Search,18-24,North,3782.6228
CUST_01169,Paid Search,25-34,East,358.42938
CUST_01170,Referral,35-44,West,16016.828
CUST_01171,Organic,45-54,East,4987.258
CUST_01172,Social,25-34,South,2868.3745
CUST_01173,Social,35-44,South,2421.2354
CUST_01174,Organic,18-24,North,4689.491
CUST_01175,Social,18-24,North,2297.5112
CUST_01176,Paid Search,55+,South,3830.469
CUST_01177,Organic,55+,East,3314.1953
CUST_01178,Email,55+,South,4613.3623
CUST_01179,Paid Search,25-34,West,3993.7656
CUST_01180,Email,35-44,East,1814.5146
CUST_01181,Organic,45-54,North,4999.8037
CUST_01182,Paid Search,25-34,East,3620.9036
CUST_01183,Email,45-54,East,4820.5356
CUST_01184,Paid Search,45-54,North,3955.157
CUST_01185,Paid Search,35-44,South,3961.5947
CUST_01186,Paid Search,35-44,West,4161.9824
CUST_01187,Social,25-34,South,3105.3481
CUST_01188,Organic,55+,South,4996.81
CUST_01189,Paid Search,55+,North,3874.6174
CUST_01190,Paid Search,55+,North,3465.371
CUST_01191,Paid Search,45-54,South,3834.3574
CUST_01192,Paid Search,25-34,West,3497.3472
CUST_01193,Referral,45-54,West,15410.056
CUST_01194,Social,25-34,East,2745.2412
CUST_01195,Referral,55+,West,16920.982
CUST_01196,Email,25-34,East,4601.1343
CUST_01197,Referral,35-44,East,11480.955
CUST_01198,Paid Search,18-24,South,3794.6348
CUST_01199,Paid Search,18-24,North,3844.0352
CUST_01200,Organic,25-34,South,318.3127
CUST_01201,Social,35-44,West,2680.8088
CUST_01202,Organic,18-24,East,3735.938
CUST_01203,Organic,55+,West,5038.588
CUST_01204,Referral,18-24,North,200.6669
CUST_01205,Organic,55+,North,5088.865
CUST_01206,Email,25-34,South,4696.4043
CUST_01207,Paid Search,25-34,South,4166.5415
CUST_01208,Paid Search,18-24,West,0.0
CUST_01209,Paid Search,55+,South,4465.9214
CUST_01210,Paid Search,45-54,East,3802.573
CUST_01211,Email,18-24,East,4121.9487
CUST_01212,Social,18-24,South,3114.3545
CUST_01213,Social,45-54,West,2831.9187
CUST_01214,Referral,55+,North,13703.462
CUST_01215,Paid Search,18-24,North,4067.2725
CUST_01216,Social,25-34,East,2622.0234
CUST_01217,Email,35-44,East,4095.8523
CUST_01218,Paid Search,18-24,South,4240.4194
CUST_01219,Paid Search,25-34,West,3852.8633
CUST_01220,Paid Search,18-24,North,4338.945
CUST_01221,Paid Search,35-44,South,4102.298
CUST_01222,Social,45-54,North,2593.33
CUST_01223,Social,35-44,North,2600.0398
CUST_01224,Social,25-34,East,2426.8428
CUST_01225,Paid Search,35-44,East,3586.1775
CUST_01226,Social,35-44,East,2723.0576
CUST_01227,Social,18-24,West,484.969
CUST_01228,Paid Search,18-24,North,3477.424
CUST_01229,Referral,18-24,East,14128.811
CUST_01230,Email,55+,North,4856.4575
